item_index,prompt,choices,gold_index,predicted_index,correct,correct_raw,perplexity,ttft_sec,tbt_sec,total_latency_sec,peak_memory_gb
10,"Sharpening knives: She picks the knife back up and places it in the appliance and slowly draws it back several times. She

Answer choices:
A. slices a tomato on a wood block with the knife.
B. removes the rubber band off of the knife and gets it across the blade.
C. continues using the appliance to put the fancy knife on the box.
D. stands up from the chair and walks towards the stairs before finally leaving the room.","['slices a tomato on a wood block with the knife.', 'removes the rubber band off of the knife and gets it across the blade.', 'continues using the appliance to put the fancy knife on the box.', 'stands up from the chair and walks towards the stairs before finally leaving the room.']",0,3,0,1,14.432069607512911,0.0149397922500611,0.0178287156646077,2.823210097014453,0.0029296875
11,"Paintball: A shot of a sunset set is shown followed by peaking smoking and walking around a paint ball pit. The men speak to one another and lead into running around and playing paint ball. They

Answer choices:
A. are seen outside again with one man speaking and dancing in the same spot.
B. jump and skydive into the water at various speeds, tossing each other around.
C. pauses for a few moments to speak to one another and the camera captures the shooters from different angles.
D. finish and walk into each other holding a pose and cheering.","['are seen outside again with one man speaking and dancing in the same spot.', 'jump and skydive into the water at various speeds, tossing each other around.', 'pauses for a few moments to speak to one another and the camera captures the shooters from different angles.', 'finish and walk into each other holding a pose and cheering.']",2,2,1,0,13.64984395408698,0.0149457672505377,0.0178124389910457,4.0497694029963895,0.00439453125
12,"Surfing: The surfer who is in front is happy to riding the wave for so long that he raises his two arms up in the air and then lowers it back down. The surfer in the back

Answer choices:
A. kept one arm raised up and the surfer in front of him raise his left arm.
B. wave has a big wave almost bigger than he is paddling, and this makes it pretty fun because it causes the surfer riding the wave to put up a lot of resistance so he just does it and crash onto the waves making the wave even bigger then it was.
C. does not have to go as far as he needed to to go as he is ready to go.
D. begins to lose balance and falls off of his board while the man in the front is still standing up.","['kept one arm raised up and the surfer in front of him raise his left arm.', 'wave has a big wave almost bigger than he is paddling, and this makes it pretty fun because it causes the surfer riding the wave to put up a lot of resistance so he just does it and crash onto the waves making the wave even bigger then it was.', 'does not have to go as far as he needed to to go as he is ready to go.', 'begins to lose balance and falls off of his board while the man in the front is still standing up.']",3,3,1,1,7.07955413422335,0.0149283497498799,0.0178252940320661,5.06862102201012,0.007080078125
13,"Tennis serve with ball bouncing: He starts with his first serve where the ball hits the net. Then he takes another ball, bounces it and serves again. The ball

Answer choices:
A. returns with a third serve.
B. bounces again and hits the net multiple times.
C. goes over the net and falls on the other side of the court.
D. comes back to him without touching the net.","['returns with a third serve.', 'bounces again and hits the net multiple times.', 'goes over the net and falls on the other side of the court.', 'comes back to him without touching the net.']",2,2,1,1,2.864239555821411,0.0149513297492376,0.0178145695085757,3.177354982997713,0.003662109375
14,"Tennis serve with ball bouncing: The man in brown shirt is standing next to a pile of tennis ball while he is talking to the camera. He played tennis ball with another person. The man in purple shirt

Answer choices:
A. fell on the ground, the man put the ball down, pull the ball and set it on the ground, he ball fell, but remain upright.
B. finally dressed in a black shirt walked over and joined the men talking about the tennis racket.
C. is playing racket ball while talking to the camera.
D. serve the ball while the black man hit the ball back.","['fell on the ground, the man put the ball down, pull the ball and set it on the ground, he ball fell, but remain upright.', 'finally dressed in a black shirt walked over and joined the men talking about the tennis racket.', 'is playing racket ball while talking to the camera.', 'serve the ball while the black man hit the ball back.']",3,2,0,0,8.326439654236957,0.0149313047500072,0.0178558397948676,4.237991730999056,0.005126953125
15,"Hand car wash: The camera zooms in to show the car's front right wheel. The camera zooms out to show the man spraying the car with soap. The camera

Answer choices:
A. zooms in to the driver side wheel and mimics it.
B. shows the man cleaning the car with the brooms.
C. zooms in again to show the soap running down the back of the car, then the camera moves to show the left side of the car.
D. zooms back out to show the well laid tires.","['zooms in to the driver side wheel and mimics it.', 'shows the man cleaning the car with the brooms.', 'zooms in again to show the soap running down the back of the car, then the camera moves to show the left side of the car.', 'zooms back out to show the well laid tires.']",2,2,1,0,3.424290090987489,0.0149342825011444,0.0177947833950293,3.6186938090104377,0.004638671875
16,"Putting on makeup: A woman is seen putting makeup on her face and leads into several pictures of makeup. Many more pictures of products are shown with text across the screen. More pictures of products

Answer choices:
A. are shown on the screen leads into a woman putting makeup on herself.
B. are shown and ends with the camera shining off into the distance and the woman walking away.
C. are shown and ends with a woman hula hooping with herself.
D. are shown that end with more text and a woman pushing away makeup.","['are shown on the screen leads into a woman putting makeup on herself.', 'are shown and ends with the camera shining off into the distance and the woman walking away.', 'are shown and ends with a woman hula hooping with herself.', 'are shown that end with more text and a woman pushing away makeup.']",3,0,0,0,17.495825151238282,0.0149516424994544,0.0178625670000218,3.77522050600237,0.004150390625
17,"Getting a piercing: A girl is seen laying on a table with a man piercing her belly button below her. The girl

Answer choices:
A. laughs at the camera while holding a can of herself and the man.
B. holds up a bottle of fluid and puts it on an iv.
C. under the belly's cycle begins to milk the tube from the bottle that is in her stomach and pans over to the man piercing her belly button.
D. screams in pain and the man finishes her piercing while she looks to the camera.","['laughs at the camera while holding a can of herself and the man.', 'holds up a bottle of fluid and puts it on an iv.', ""under the belly's cycle begins to milk the tube from the bottle that is in her stomach and pans over to the man piercing her belly button."", 'screams in pain and the man finishes her piercing while she looks to the camera.']",3,3,1,1,8.061514798019722,0.0149292550008794,0.0177975413719916,2.9785138050101523,0.00390625
18,"Hand car wash: . A colorful intro with a lot of flashing words

Answer choices:
A. , leads into a dirt track.
B. flash across the screen along with a logo and a banner with foreign language written on it.
C. appears giving a description of the video.
D. it says as follows.","[', leads into a dirt track.', 'flash across the screen along with a logo and a banner with foreign language written on it.', 'appears giving a description of the video.', 'it says as follows.']",1,1,1,0,23.89937228853536,0.0149548174995288,0.0179165213554976,1.6723061919929023,0.002197265625
19,"Playing water polo: One of the swimmers is underwater, trying to reach the ball. He throws the ball across to another swimmer who catches the ball. Two swimmers

Answer choices:
A. advance on the beach, trying to catch the balls.
B. are outside, working out as they of the group of swimmers.
C. are under water trying to reach the ball.
D. are together in a diving pool, putting on mask.","['advance on the beach, trying to catch the balls.', 'are outside, working out as they of the group of swimmers.', 'are under water trying to reach the ball.', 'are together in a diving pool, putting on mask.']",2,2,1,1,3.068676575637658,0.0149445622496386,0.0177422574696876,3.271126851012013,0.003662109375
20,"Drum corps: People watch a parade where people walk on front a marching band holding a banner and waving the viewers. A man

Answer choices:
A. cross the street holding a small flag and extend his hand.
B. is in the middle of the parade playing a bicycle.
C. walks out while wearing a tutu in the parade while others walk on front.
D. wearing an orange jacket falls over from the fall, they help him up.","['cross the street holding a small flag and extend his hand.', 'is in the middle of the parade playing a bicycle.', 'walks out while wearing a tutu in the parade while others walk on front.', 'wearing an orange jacket falls over from the fall, they help him up.']",0,1,0,0,29.18842100422945,0.0149472299999615,0.0178753706233763,2.8125959959998,0.0029296875
21,"Playing violin: The woman then puts her fingers onto the strings and with her other hand she touches and points on her fingers on the strings as well as taking the bow to her strings every now and then. The woman

Answer choices:
A. puts her hands on her head while talking for the camera and a few more well placed shots play.
B. talks throughout the entire video as she's demonstrating her movements or pointing towards her finger motions.
C. then points to the drumsticks as the camera-the woman stands up and runs into the camera and shows off the correct chords of the bow and also positions her hands on the strings in front of her.
D. finishes by playing a set of small drums with her hands.","['puts her hands on her head while talking for the camera and a few more well placed shots play.', ""talks throughout the entire video as she's demonstrating her movements or pointing towards her finger motions."", 'then points to the drumsticks as the camera-the woman stands up and runs into the camera and shows off the correct chords of the bow and also positions her hands on the strings in front of her.', 'finishes by playing a set of small drums with her hands.']",1,1,1,0,53.46860394111451,0.0149329699997906,0.0178249521977422,4.658569547016668,0.006103515625
22,"Assembling bicycle: People are working in a bike shop fixing a bike. They

Answer choices:
A. use the tools and paint the wheels.
B. put the wheels back onto the bike.
C. are going over the bike handlebars and looking at the paint.
D. clamp a strap on the bike and let it sit around a dusty bike rack.","['use the tools and paint the wheels.', 'put the wheels back onto the bike.', 'are going over the bike handlebars and looking at the paint.', 'clamp a strap on the bike and let it sit around a dusty bike rack.']",1,1,1,1,7.852973167564292,0.014933230000679,0.0178467944475761,1.9336463369982084,0.002197265625
23,"Playing badminton: Woman is carrying the child on his back and then she is with a man and the kid riding bikes in the park. Kid

Answer choices:
A. is in stairs ice climbing and here is a man catching trash in the woods and the boys are in the road getting fixed.
B. is skateboarding in the street and in the building, and in streets and sitting in buses.
C. is running inside a roofed basket court.
D. is standing and standing on the rock with right back on pedaling the bikes.","['is in stairs ice climbing and here is a man catching trash in the woods and the boys are in the road getting fixed.', 'is skateboarding in the street and in the building, and in streets and sitting in buses.', 'is running inside a roofed basket court.', 'is standing and standing on the rock with right back on pedaling the bikes.']",2,1,0,1,102.98111728822528,0.0149364349999814,0.0177557304919016,3.3445558810017246,0.00390625
24,"Tai chi: We see a man standing in a room. The man starts performing tai chi. The man turns and faces left. The man

Answer choices:
A. turns to face right.
B. starts dancing for the camera.
C. demonstrates tai chi in a seated position.
D. does a squat and drinks, then turns and walks from the room.","['turns to face right.', 'starts dancing for the camera.', 'demonstrates tai chi in a seated position.', 'does a squat and drinks, then turns and walks from the room.']",0,0,1,1,3.107637655126642,0.0149261897495307,0.0178069697233934,2.5704874899965944,0.0029296875
25,"Horseback riding: The woman leads them into the barn and she puts a helmet on the little girls head, they walk to get horses and at some point the duggar mom put a helmet on as well. In

Answer choices:
A. the end the man jumps on the horse and ties him up and walks off to finish something.
B. between interviews they show the duggar mom and the little girl getting instructions about their horse and then getting on their horses and riding on them in an enclosed area.
C. the barn they take their helmets off and they throw them down and take off riding the horses through the snow.
D. the end the joke is on them while they're riding their horses and it is said that old father is the strongest horse.","['the end the man jumps on the horse and ties him up and walks off to finish something.', 'between interviews they show the duggar mom and the little girl getting instructions about their horse and then getting on their horses and riding on them in an enclosed area.', 'the barn they take their helmets off and they throw them down and take off riding the horses through the snow.', ""the end the joke is on them while they're riding their horses and it is said that old father is the strongest horse.""]",1,1,1,0,12.604738529396178,0.0149101025003801,0.0178289254217088,4.962594900971453,0.005615234375
26,"Having an ice cream: A child sitting at restaurant table places his hands in a dessert. The child

Answer choices:
A. eats the dessert and by the camera stares off into the distance.
B. places the hands back into the dessert.
C. uses his hands to eat the food.
D. stands and walks towards the camera.","['eats the dessert and by the camera stares off into the distance.', 'places the hands back into the dessert.', 'uses his hands to eat the food.', 'stands and walks towards the camera.']",2,2,1,1,6.122379379040925,0.014942072249596,0.0178456331963648,2.058479206991251,0.00244140625
27,"Having an ice cream: A child sitting at restaurant table places his hands in a dessert. The child uses his hands to eat the food. The adult

Answer choices:
A. scratches his chin.
B. hands the child something from a purse.
C. takes his hands off of his causing the child to fall over again.
D. keeps the child from spilling the food on the floor and helps feed him.","['scratches his chin.', 'hands the child something from a purse.', 'takes his hands off of his causing the child to fall over again.', 'keeps the child from spilling the food on the floor and helps feed him.']",3,3,1,0,9.774822600009887,0.0149340400002984,0.0178100476393721,2.873723687021993,0.00341796875
28,"Slacklining: There is a boy balancing on a tight rope. There are several other contestants walking on the tight rope. Several people

Answer choices:
A. are standing on the tight rope watching the jake and waiting.
B. in swimsuits are walking on the tight rope on the beach.
C. are walking in a tight rope on the playground.
D. watch the contestants perform.","['are standing on the tight rope watching the jake and waiting.', 'in swimsuits are walking on the tight rope on the beach.', 'are walking in a tight rope on the playground.', 'watch the contestants perform.']",3,1,0,1,14.79495227852453,0.0149412547498286,0.0178270537240991,2.6446878089936945,0.0029296875
29,"Bathing dog: The woman takes some liquid soap and scrubs it on the dog. After she's done washing, she wipes him dry with a towel. Then she

Answer choices:
A. bathes the little puppy the same way with soap and water.
B. takes a thoroughly wet dog and wets him with the water and rubs the fur all over.
C. hugs gord and kisses him.
D. loops and ties the leash around his legs before getting dressed.","['bathes the little puppy the same way with soap and water.', 'takes a thoroughly wet dog and wets him with the water and rubs the fur all over.', 'hugs gord and kisses him.', 'loops and ties the leash around his legs before getting dressed.']",0,0,1,1,8.55974957092854,0.014939942249839,0.0177783992459281,3.3132068310042087,0.00390625
30,"Sharpening knives: A man stands in front of a counter with his hands down in front of equipment. He uses the surface to rub a knife blade back and forth, sharpening it. When he

Answer choices:
A. 's done, he shows off a close up shot before throwing in a print and showing the finished product.
B. is finished, he begins cutting the knife in half.
C. is finished, the object in question is a cylinder.
D. is done, he checks the blade before lying the knife back down.","[""'s done, he shows off a close up shot before throwing in a print and showing the finished product."", 'is finished, he begins cutting the knife in half.', 'is finished, the object in question is a cylinder.', 'is done, he checks the blade before lying the knife back down.']",3,3,1,0,8.416213653160012,0.0149296149998008,0.0178631045092357,3.9538752430125896,0.004638671875
31,"Doing karate: A guy comes onto the screen to introduce a video about his character on a kids show. He begins to show several different clips from the show. He

Answer choices:
A. explains another video that he and his friend play for fun while in a roller rink.
B. also comments about different aspects of the show while being interviewed.
C. continues to show how to properly paint the nails by using paintball guns.
D. then picks up some tagine and puts that on the screen, words flash across.","['explains another video that he and his friend play for fun while in a roller rink.', 'also comments about different aspects of the show while being interviewed.', 'continues to show how to properly paint the nails by using paintball guns.', 'then picks up some tagine and puts that on the screen, words flash across.']",1,1,1,1,16.08265925328827,0.0149365297502299,0.0177827222165414,3.509594229009963,0.003662109375
32,"Windsurfing: A person is seen standing on a board with others in the water. The person

Answer choices:
A. begins performing various tricks in the water while moving their arms and legs around.
B. rides around on the board a lot hitting water balls and laughing with one another.
C. jumps off and runs along the shore.
D. begins riding along the water on the board.","['begins performing various tricks in the water while moving their arms and legs around.', 'rides around on the board a lot hitting water balls and laughing with one another.', 'jumps off and runs along the shore.', 'begins riding along the water on the board.']",3,3,1,1,11.681916945719898,0.014934904749225,0.0177360207344463,2.329950273006034,0.002685546875
33,"Tumbling: A man is inside of a gym. He starts doing flips inside the gym. He

Answer choices:
A. does many tricks as he jumps in the air.
B. stands on a foosball table and throws his legs up in the air.
C. goes first to the rope then he goes up again.
D. plays kickboxing with another who is too slow.","['does many tricks as he jumps in the air.', 'stands on a foosball table and throws his legs up in the air.', 'goes first to the rope then he goes up again.', 'plays kickboxing with another who is too slow.']",0,0,1,1,9.662569786684116,0.0149394392497015,0.0177870587399152,2.247565982008382,0.002685546875
34,"Powerbocking: A group of boys are on the sidewalk of a street. They are bouncing around on stilts. They

Answer choices:
A. continue talking as they bounce and walk.
B. have wrapping paper in their hands.
C. hit hoops each other as they walk.
D. bounce and flip over a wobbly bar onto a mat.","['continue talking as they bounce and walk.', 'have wrapping paper in their hands.', 'hit hoops each other as they walk.', 'bounce and flip over a wobbly bar onto a mat.']",0,1,0,0,22.648357253232064,0.0149227844999586,0.0177647950221238,2.4757032610086758,0.0029296875
35,"Running a marathon: Another man is talking about the tribes and is seen jogging in the wilderness with a dog. Another lady wearing a pink shirt is talking about her marathon experience. A couple of people

Answer choices:
A. are shown riding on the dune horses as they complete their journey and come face to face with their opponent on the dune horses.
B. are seen sharing their stories and experience about their jogging expedition in the mountains and their participation in the marathon races.
C. run together beside the rink.
D. are shown walking through a tunnel while the guide is standing beside them talking.","['are shown riding on the dune horses as they complete their journey and come face to face with their opponent on the dune horses.', 'are seen sharing their stories and experience about their jogging expedition in the mountains and their participation in the marathon races.', 'run together beside the rink.', 'are shown walking through a tunnel while the guide is standing beside them talking.']",1,1,1,0,16.254595196264212,0.0149316622496371,0.017790621901375,4.027035333005188,0.0048828125
36,"Layup drill in basketball: Man is talking to a camera showing some basket defense movements. Two men

Answer choices:
A. are on opposing sides of the court holding rackets.
B. are standing on top of the orange court practicing compete moves.
C. are practicing basket moves.
D. are in a court in front of lightweight balls and making areas for putting the ball on the court.","['are on opposing sides of the court holding rackets.', 'are standing on top of the orange court practicing compete moves.', 'are practicing basket moves.', 'are in a court in front of lightweight balls and making areas for putting the ball on the court.']",2,2,1,1,19.291218492711884,0.0149422797503575,0.0178075508126482,2.339135623020411,0.0029296875
37,"Doing kickboxing: A small boy is seen punching and kicking a man on his knees wearing gloves. Another boy

Answer choices:
A. steps up and hits the man holding him down while twisting and making several kicks with the man's help.
B. approaches while the mat is being rolled and jumps on the man to continue hitting.
C. punches and kicks the same man.
D. is seen punching and kicking a man standing up.","[""steps up and hits the man holding him down while twisting and making several kicks with the man's help."", 'approaches while the mat is being rolled and jumps on the man to continue hitting.', 'punches and kicks the same man.', 'is seen punching and kicking a man standing up.']",2,3,0,1,5.800447121964152,0.0149403150003308,0.0178157404419492,2.518333440990318,0.003173828125
38,"Sharpening knives: The man uses stacked pennies to get the angle of the knife to be sharpened and demonstrates how to sharpen kitchen knives using a stone. The man slides the knife on the stone while pressing the knife with his fingers. The man

Answer choices:
A. points and sits next to the knife down.
B. then begins sharpening a metal tool to sharpen.
C. begins to sharpen knives using regular knives.
D. demonstrates the proper way to sharpens a knife using a steel.","['points and sits next to the knife down.', 'then begins sharpening a metal tool to sharpen.', 'begins to sharpen knives using regular knives.', 'demonstrates the proper way to sharpens a knife using a steel.']",3,3,1,1,7.495390251836209,0.0149153397496775,0.0178028972083135,4.332356688993968,0.004638671875
39,"Camel ride: People are riding camels on the sand. People are walking next to the camels leading them. A building

Answer choices:
A. is seen on the side.
B. is shown in the background.
C. is seen from behind.
D. is seen a a distance away.","['is seen on the side.', 'is shown in the background.', 'is seen from behind.', 'is seen a a distance away.']",1,1,1,1,3.3818916172922013,0.0149393097503889,0.0179029383387592,2.2797215930077077,0.00244140625
40,"Starting a campfire: A small campfire is shown in the woods. Someone turns on the campfire in the night. When the fire

Answer choices:
A. is turning off the man put more dry branches.
B. dies down some more people are shown using their phones to call 911 and then call the police to make sure they are ok.
C. dies down, a small piece of paper is shown.
D. dies down, a person eats something.","['is turning off the man put more dry branches.', 'dies down some more people are shown using their phones to call 911 and then call the police to make sure they are ok.', 'dies down, a small piece of paper is shown.', 'dies down, a person eats something.']",0,2,0,0,44.31581172736341,0.014951737499814,0.0177840999079592,2.958615234996614,0.00390625
41,"Carving jack-o-lanterns: The man goes into the living room and comes back and carves the pumpkin. The man goes to the sink then leaves the room and comes back. The man

Answer choices:
A. blows bread then continues working in the living room.
B. pierces the pumpkin a second time and sits on the couch.
C. shows another pumpkin and puts wax on it then cleans it and puts more wax on it.
D. finishes carving and walks away.","['blows bread then continues working in the living room.', 'pierces the pumpkin a second time and sits on the couch.', 'shows another pumpkin and puts wax on it then cleans it and puts more wax on it.', 'finishes carving and walks away.']",3,3,1,1,13.694110368077428,0.0149263100006464,0.0177811841352981,3.7404103560093054,0.00439453125
42,"Cutting the grass: The man waves to the camera, gives a peace sign, then drinks from a can. More of the yard and trees

Answer choices:
A. are shown, nighttime and day.
B. are shown and the man on the lawnmower gives one more wave with his left hand.
C. that weren't drawn are taken, except for the ocean behind the man.
D. are shown, interspersed with other people bringing down toys in a toy garage.","['are shown, nighttime and day.', 'are shown and the man on the lawnmower gives one more wave with his left hand.', ""that weren't drawn are taken, except for the ocean behind the man."", 'are shown, interspersed with other people bringing down toys in a toy garage.']",1,1,1,0,8.723926676783249,0.0149297417492562,0.0177731533352818,3.0811550339949463,0.00341796875
43,"Rollerblading: A man is seen skating around a city street while a car followed by the side. The man

Answer choices:
A. continues to walk around the area while the camera follows.
B. skates past several scores shown in the original skaters but weaving in and out of cars and people.
C. rides past cars at a quick pace and performs several tricks and flips.
D. walks all the way to the end where he jumps off and is seen again sitting on the street.","['continues to walk around the area while the camera follows.', 'skates past several scores shown in the original skaters but weaving in and out of cars and people.', 'rides past cars at a quick pace and performs several tricks and flips.', 'walks all the way to the end where he jumps off and is seen again sitting on the street.']",2,0,0,0,20.257727118687164,0.0149303072498696,0.0178669230759117,2.882695074993535,0.003173828125
44,"Long jump: Man is standing in a race track running and making a long jump and the video shows a repetition. Man is smiling and fells in the track of happiness. Men

Answer choices:
A. are running and making jumps in a race track airport.
B. wearing red t shirts are chasing the boy.
C. are sitting on white chairs next to a racetrack.
D. performs a long jump in blue desert.","['are running and making jumps in a race track airport.', 'wearing red t shirts are chasing the boy.', 'are sitting on white chairs next to a racetrack.', 'performs a long jump in blue desert.']",2,0,0,0,16.025817384451845,0.0149315122498592,0.0178246625168261,3.2681653020281374,0.00341796875
45,"Playing violin: A man is seen speaking to another holding a violin. The man speaking them walks out of frame. The other man

Answer choices:
A. holds the bow back up to speak to the camera.
B. begins playing the piano followed by the person speaking more while they play.
C. walks back in and the picture speeds up.
D. begins playing the violin.","['holds the bow back up to speak to the camera.', 'begins playing the piano followed by the person speaking more while they play.', 'walks back in and the picture speeds up.', 'begins playing the violin.']",3,3,1,1,2.972971808402701,0.014927492249626,0.0178271213093558,2.537679830998968,0.0029296875
46,"Elliptical trainer: Although he is the only one in the gym, there are two people standing behind him at the reception desk. After some time

Answer choices:
A. , the conversation from earlier comes back to him that it says to leave his cell number with people eventually, so he removes his phone from his ear.
B. , the guy begins to workout on the machine and shows its function, while a man walks back and forth into the room from the side door of the gym.
C. , he arrives with two young girls and a in a large gym area where many people are standing.
D. , the boy appears and starts swinging a basketball on a stick and gets a perplexed look from him.","[', the conversation from earlier comes back to him that it says to leave his cell number with people eventually, so he removes his phone from his ear.', ', the guy begins to workout on the machine and shows its function, while a man walks back and forth into the room from the side door of the gym.', ', he arrives with two young girls and a in a large gym area where many people are standing.', ', the boy appears and starts swinging a basketball on a stick and gets a perplexed look from him.']",1,1,1,0,24.055660690184528,0.0149331997504305,0.0178126436256447,3.960701753017929,0.00439453125
