item_index,prompt,choices,gold_index,predicted_index,correct,correct_raw,perplexity,ttft_sec,tbt_sec,total_latency_sec,peak_memory_gb
10,Sharpening knives: She picks the knife back up and places it in the appliance and slowly draws it back several times. She,"['slices a tomato on a wood block with the knife.', 'removes the rubber band off of the knife and gets it across the blade.', 'continues using the appliance to put the fancy knife on the box.', 'stands up from the chair and walks towards the stairs before finally leaving the room.']",0,3,0,1,14.799188303971043,0.08882801624986314,0.08986437327093294,14.28428992199406,0.0013766568154096603
11,Paintball: A shot of a sunset set is shown followed by peaking smoking and walking around a paint ball pit. The men speak to one another and lead into running around and playing paint ball. They,"['are seen outside again with one man speaking and dancing in the same spot.', 'jump and skydive into the water at various speeds, tossing each other around.', 'pauses for a few moments to speak to one another and the camera captures the shooters from different angles.', 'finish and walk into each other holding a pose and cheering.']",2,2,1,0,12.966931917585288,0.08867630624990852,0.08980658816512589,20.471380973987834,0.001975690945982933
12,Surfing: The surfer who is in front is happy to riding the wave for so long that he raises his two arms up in the air and then lowers it back down. The surfer in the back,"['kept one arm raised up and the surfer in front of him raise his left arm.', 'wave has a big wave almost bigger than he is paddling, and this makes it pretty fun because it causes the surfer riding the wave to put up a lot of resistance so he just does it and crash onto the waves making the wave even bigger then it was.', 'does not have to go as far as he needed to to go as he is ready to go.', 'begins to lose balance and falls off of his board while the man in the front is still standing up.']",3,3,1,1,7.427598865186969,0.08870397399914509,0.09066309037363189,25.83114429098714,0.003119410015642643
13,"Tennis serve with ball bouncing: He starts with his first serve where the ball hits the net. Then he takes another ball, bounces it and serves again. The ball","['returns with a third serve.', 'bounces again and hits the net multiple times.', 'goes over the net and falls on the other side of the court.', 'comes back to him without touching the net.']",2,2,1,1,2.82740559156002,0.08854888649966597,0.09093556527437094,16.267919469013577,0.0015957588329911232
14,Tennis serve with ball bouncing: The man in brown shirt is standing next to a pile of tennis ball while he is talking to the camera. He played tennis ball with another person. The man in purple shirt,"['fell on the ground, the man put the ball down, pull the ball and set it on the ground, he ball fell, but remain upright.', 'finally dressed in a black shirt walked over and joined the men talking about the tennis racket.', 'is playing racket ball while talking to the camera.', 'serve the ball while the black man hit the ball back.']",3,2,0,0,8.585494501164469,0.08881473150177044,0.09067210391451506,21.572531242003606,0.002328994683921337
15,Hand car wash: The camera zooms in to show the car's front right wheel. The camera zooms out to show the man spraying the car with soap. The camera,"['zooms in to the driver side wheel and mimics it.', 'shows the man cleaning the car with the brooms.', 'zooms in again to show the soap running down the back of the car, then the camera moves to show the left side of the car.', 'zooms back out to show the well laid tires.']",2,2,1,0,3.5739495078477255,0.0887581142515046,0.09061120019499867,18.477272496005753,0.0020710034295916557
16,Putting on makeup: A woman is seen putting makeup on her face and leads into several pictures of makeup. Many more pictures of products are shown with text across the screen. More pictures of products,"['are shown on the screen leads into a woman putting makeup on herself.', 'are shown and ends with the camera shining off into the distance and the woman walking away.', 'are shown and ends with a woman hula hooping with herself.', 'are shown that end with more text and a woman pushing away makeup.']",3,0,0,0,17.05215403790663,0.08884690699960629,0.09013423522114514,19.103308553996612,0.0018186205998063087
17,Getting a piercing: A girl is seen laying on a table with a man piercing her belly button below her. The girl,"['laughs at the camera while holding a can of herself and the man.', 'holds up a bottle of fluid and puts it on an iv.', ""under the belly's cycle begins to milk the tube from the bottle that is in her stomach and pans over to the man piercing her belly button."", 'screams in pain and the man finishes her piercing while she looks to the camera.']",3,3,1,1,9.047886123101527,0.088523365000583,0.09129102039044416,15.325820804035175,0.0017238287255167961
18,Hand car wash: . A colorful intro with a lot of flashing words,"[', leads into a dirt track.', 'flash across the screen along with a logo and a banner with foreign language written on it.', 'appears giving a description of the video.', 'it says as follows.']",1,1,1,0,25.24970647523713,0.08857806499872822,0.09154752255562926,8.593589290001546,0.0010593859478831291
19,"Playing water polo: One of the swimmers is underwater, trying to reach the ball. He throws the ball across to another swimmer who catches the ball. Two swimmers","['advance on the beach, trying to catch the balls.', 'are outside, working out as they of the group of swimmers.', 'are under water trying to reach the ball.', 'are together in a diving pool, putting on mask.']",2,2,1,1,2.839565920376946,0.08848617975036177,0.09190679938124878,16.989075407007476,0.0015967004001140594
20,Drum corps: People watch a parade where people walk on front a marching band holding a banner and waving the viewers. A man,"['cross the street holding a small flag and extend his hand.', 'is in the middle of the parade playing a bicycle.', 'walks out while wearing a tutu in the parade while others walk on front.', 'wearing an orange jacket falls over from the fall, they help him up.']",0,1,0,0,29.6635558457576,0.08856386700063013,0.09207931337671169,14.53446972801612,0.001375887542963028
21,Playing violin: The woman then puts her fingers onto the strings and with her other hand she touches and points on her fingers on the strings as well as taking the bow to her strings every now and then. The woman,"['puts her hands on her head while talking for the camera and a few more well placed shots play.', ""talks throughout the entire video as she's demonstrating her movements or pointing towards her finger motions."", 'then points to the drumsticks as the camera-the woman stands up and runs into the camera and shows off the correct chords of the bow and also positions her hands on the strings in front of her.', 'finishes by playing a set of small drums with her hands.']",1,1,1,0,52.92849284967791,0.08851213450088835,0.09124553709294249,23.895397107982717,0.0026702461764216423
22,Assembling bicycle: People are working in a bike shop fixing a bike. They,"['use the tools and paint the wheels.', 'put the wheels back onto the bike.', 'are going over the bike handlebars and looking at the paint.', 'clamp a strap on the bike and let it sit around a dusty bike rack.']",1,1,1,1,8.252844253069576,0.0894515264999427,0.09304625232387999,10.12766260000717,0.001057969406247139
23,Playing badminton: Woman is carrying the child on his back and then she is with a man and the kid riding bikes in the park. Kid,"['is in stairs ice climbing and here is a man catching trash in the woods and the boys are in the road getting fixed.', 'is skateboarding in the street and in the building, and in streets and sitting in buses.', 'is running inside a roofed basket court.', 'is standing and standing on the rock with right back on pedaling the bikes.']",2,1,0,1,91.39954954362204,0.08852517449849984,0.09150695255125725,17.28288691997659,0.0017883479595184326
24,Tai chi: We see a man standing in a room. The man starts performing tai chi. The man turns and faces left. The man,"['turns to face right.', 'starts dancing for the camera.', 'demonstrates tai chi in a seated position.', 'does a squat and drinks, then turns and walks from the room.']",0,0,1,1,3.29048965594695,0.08846462250130571,0.09184237500704377,13.303633365998394,0.001370750367641449
25,"Horseback riding: The woman leads them into the barn and she puts a helmet on the little girls head, they walk to get horses and at some point the duggar mom put a helmet on as well. In","['the end the man jumps on the horse and ties him up and walks off to finish something.', 'between interviews they show the duggar mom and the little girl getting instructions about their horse and then getting on their horses and riding on them in an enclosed area.', 'the barn they take their helmets off and they throw them down and take off riding the horses through the snow.', ""the end the joke is on them while they're riding their horses and it is said that old father is the strongest horse.""]",1,1,1,0,13.252619374666837,0.08953732099962508,0.09075434639257517,25.31559454195667,0.002520413137972355
26,Having an ice cream: A child sitting at restaurant table places his hands in a dessert. The child,"['eats the dessert and by the camera stares off into the distance.', 'places the hands back into the dessert.', 'uses his hands to eat the food.', 'stands and walks towards the camera.']",2,2,1,1,6.681782223680398,0.08905471449998004,0.09171632450904456,10.628447203012911,0.0010884888470172882
27,Having an ice cream: A child sitting at restaurant table places his hands in a dessert. The child uses his hands to eat the food. The adult,"['scratches his chin.', 'hands the child something from a purse.', 'takes his hands off of his causing the child to fall over again.', 'keeps the child from spilling the food on the floor and helps feed him.']",3,3,1,0,9.714875177113441,0.08872189475096093,0.09176690041130303,14.854057843989722,0.0014999881386756897
28,Slacklining: There is a boy balancing on a tight rope. There are several other contestants walking on the tight rope. Several people,"['are standing on the tight rope watching the jake and waiting.', 'in swimsuits are walking on the tight rope on the beach.', 'are walking in a tight rope on the playground.', 'watch the contestants perform.']",3,3,1,1,13.828258360375223,0.08875347675075318,0.0918074335721783,13.667091774968867,0.0013107666745781898
29,"Bathing dog: The woman takes some liquid soap and scrubs it on the dog. After she's done washing, she wipes him dry with a towel. Then she","['bathes the little puppy the same way with soap and water.', 'takes a thoroughly wet dog and wets him with the water and rubs the fur all over.', 'hugs gord and kisses him.', 'loops and ties the leash around his legs before getting dressed.']",0,0,1,1,9.040142204056384,0.08859982450121606,0.091392346743156,17.079198752002412,0.001756233163177967
30,"Sharpening knives: A man stands in front of a counter with his hands down in front of equipment. He uses the surface to rub a knife blade back and forth, sharpening it. When he","[""'s done, he shows off a close up shot before throwing in a print and showing the finished product."", 'is finished, he begins cutting the knife in half.', 'is finished, the object in question is a cylinder.', 'is done, he checks the blade before lying the knife back down.']",3,3,1,0,8.738707305020641,0.08857722225093312,0.09093077595416033,20.177218047010683,0.0020458344370126724
31,Doing karate: A guy comes onto the screen to introduce a video about his character on a kids show. He begins to show several different clips from the show. He,"['explains another video that he and his friend play for fun while in a roller rink.', 'also comments about different aspects of the show while being interviewed.', 'continues to show how to properly paint the nails by using paintball guns.', 'then picks up some tagine and puts that on the screen, words flash across.']",1,1,1,1,15.976619963691823,0.08892640175054112,0.09214641603085914,18.232110316988837,0.0016873013228178024
32,Windsurfing: A person is seen standing on a board with others in the water. The person,"['begins performing various tricks in the water while moving their arms and legs around.', 'rides around on the board a lot hitting water balls and laughing with one another.', 'jumps off and runs along the shore.', 'begins riding along the water on the board.']",3,3,1,1,12.314773904441061,0.08891591425162915,0.09238997253117986,12.18158014099754,0.0012191999703645706
33,Tumbling: A man is inside of a gym. He starts doing flips inside the gym. He,"['does many tricks as he jumps in the air.', 'stands on a foosball table and throws his legs up in the air.', 'goes first to the rope then he goes up again.', 'plays kickboxing with another who is too slow.']",0,0,1,1,9.119945272642743,0.08886483425067127,0.09195741494314587,11.666221375009627,0.00118296779692173
34,Powerbocking: A group of boys are on the sidewalk of a street. They are bouncing around on stilts. They,"['continue talking as they bounce and walk.', 'have wrapping paper in their hands.', 'hit hoops each other as they walk.', 'bounce and flip over a wobbly bar onto a mat.']",0,1,0,0,24.120900073384284,0.08878436174927629,0.09206302192660587,12.875708429015503,0.0012788483873009682
35,Running a marathon: Another man is talking about the tribes and is seen jogging in the wilderness with a dog. Another lady wearing a pink shirt is talking about her marathon experience. A couple of people,"['are shown riding on the dune horses as they complete their journey and come face to face with their opponent on the dune horses.', 'are seen sharing their stories and experience about their jogging expedition in the mountains and their participation in the marathon races.', 'run together beside the rink.', 'are shown walking through a tunnel while the guide is standing beside them talking.']",1,1,1,0,17.281062132450867,0.08876270424934773,0.09144248641271918,20.74672528703377,0.002134195528924465
36,Layup drill in basketball: Man is talking to a camera showing some basket defense movements. Two men,"['are on opposing sides of the court holding rackets.', 'are standing on top of the orange court practicing compete moves.', 'are practicing basket moves.', 'are in a court in front of lightweight balls and making areas for putting the ball on the court.']",2,2,1,1,20.384360338163997,0.08852953474979586,0.09244857652342375,12.187535933997424,0.0013464372605085373
37,Doing kickboxing: A small boy is seen punching and kicking a man on his knees wearing gloves. Another boy,"[""steps up and hits the man holding him down while twisting and making several kicks with the man's help."", 'approaches while the mat is being rolled and jumps on the man to continue hitting.', 'punches and kicks the same man.', 'is seen punching and kicking a man standing up.']",2,3,0,1,5.4878815521159385,0.0888152520001313,0.09281958942760273,13.164364349009702,0.0014055557548999786
38,Sharpening knives: The man uses stacked pennies to get the angle of the knife to be sharpened and demonstrates how to sharpen kitchen knives using a stone. The man slides the knife on the stone while pressing the knife with his fingers. The man,"['points and sits next to the knife down.', 'then begins sharpening a metal tool to sharpen.', 'begins to sharpen knives using regular knives.', 'demonstrates the proper way to sharpens a knife using a steel.']",3,3,1,1,8.075548337097672,0.08934619425053825,0.09253233573329757,22.565145352993568,0.0020720409229397774
39,Camel ride: People are riding camels on the sand. People are walking next to the camels leading them. A building,"['is seen on the side.', 'is shown in the background.', 'is seen from behind.', 'is seen a a distance away.']",1,1,1,1,3.2601226422813108,0.08870299925092695,0.09261532904066928,11.839112798046699,0.001090962439775467
40,Starting a campfire: A small campfire is shown in the woods. Someone turns on the campfire in the night. When the fire,"['is turning off the man put more dry branches.', 'dies down some more people are shown using their phones to call 911 and then call the police to make sure they are ok.', 'dies down, a small piece of paper is shown.', 'dies down, a person eats something.']",0,2,0,0,47.146210971988836,0.08854258974952245,0.09168470736805573,15.298777659991174,0.0017539365217089653
41,Carving jack-o-lanterns: The man goes into the living room and comes back and carves the pumpkin. The man goes to the sink then leaves the room and comes back. The man,"['blows bread then continues working in the living room.', 'pierces the pumpkin a second time and sits on the couch.', 'shows another pumpkin and puts wax on it then cleans it and puts more wax on it.', 'finishes carving and walks away.']",3,3,1,1,17.534433872956615,0.08850120999886713,0.09161109642020498,19.3175017989779,0.0019129319116473198
42,"Cutting the grass: The man waves to the camera, gives a peace sign, then drinks from a can. More of the yard and trees","['are shown, nighttime and day.', 'are shown and the man on the lawnmower gives one more wave with his left hand.', ""that weren't drawn are taken, except for the ocean behind the man."", 'are shown, interspersed with other people bringing down toys in a toy garage.']",1,1,1,0,9.923543783275594,0.08894025199970201,0.09268200897636501,16.11170253398086,0.0015702517703175545
43,Rollerblading: A man is seen skating around a city street while a car followed by the side. The man,"['continues to walk around the area while the camera follows.', 'skates past several scores shown in the original skaters but weaving in and out of cars and people.', 'rides past cars at a quick pace and performs several tricks and flips.', 'walks all the way to the end where he jumps off and is seen again sitting on the street.']",2,0,0,0,18.841724385116798,0.08880690724981832,0.0921620168164621,14.916826286000287,0.0014700861647725105
44,Long jump: Man is standing in a race track running and making a long jump and the video shows a repetition. Man is smiling and fells in the track of happiness. Men,"['are running and making jumps in a race track airport.', 'wearing red t shirts are chasing the boy.', 'are sitting on white chairs next to a racetrack.', 'performs a long jump in blue desert.']",2,0,0,0,18.368884564203352,0.08889058725071664,0.09219745877233233,16.951104928022687,0.00156488548964262
45,Playing violin: A man is seen speaking to another holding a violin. The man speaking them walks out of frame. The other man,"['holds the bow back up to speak to the camera.', 'begins playing the piano followed by the person speaking more while they play.', 'walks back in and the picture speeds up.', 'begins playing the violin.']",3,3,1,1,2.9290166988973034,0.08874142725107959,0.09265937976256576,13.23461949600096,0.0013090809807181358
46,"Elliptical trainer: Although he is the only one in the gym, there are two people standing behind him at the reception desk. After some time","[', the conversation from earlier comes back to him that it says to leave his cell number with people eventually, so he removes his phone from his ear.', ', the guy begins to workout on the machine and shows its function, while a man walks back and forth into the room from the side door of the gym.', ', he arrives with two young girls and a in a large gym area where many people are standing.', ', the boy appears and starts swinging a basketball on a stick and gets a perplexed look from him.']",1,1,1,0,21.08987927125493,0.08898346225032583,0.09172242297717853,20.4431444810034,0.0020079854875802994
47,Skiing: A man is shown riding down a snowy embankment. He is using snow skis to ski down a snow covered hill. He,"['gets to the bottom of the hill, where he drops off his board.', 'moves quickly, doing a flip as he goes.', 'goes over a winter covered hill several times.', 'uses the rope to hold him up while continuing to ride.']",1,0,0,1,17.55909206604718,0.0887914342492877,0.09279632175288914,15.759355147976748,0.00150237325578928
48,Hitting a pinata: The man spins the blindfolded woman around while she's holding the bat in her hand. But then she starts swinging the bat and the man moves out of the way. Next,"['he walks through a storm and into the dojo dojo fighting with the other man standing in the fourth circle.', 'he flips her and holds up his hand.', ', the woman throws a small ball and they catch it and continue playing.', ', she swings the bat at the pinata and she hits the candy out of there, then she takes the blindfold off and swings the bat again getting more candy out.']",3,3,1,0,9.028881420495429,0.08906125199791859,0.09247726616375404,22.92069795194766,0.002486259676516056
49,Making a cake: When the cake is all done the camera pans the whole cake so the details can be seen and once again we see the smaller scale cake and the toy. A white screen,"['appears with black letters below and we see a white screen with white words on it at the bottom of it and it says how to get it from the register with an online purchase screen.', 'appears with his logo on the left, and all of his detailed information for his shop and contact information on the right.', 'appears and words appear on the screen that say "" jackpot eels "".', 'appears and then starts moving, the drawings again.']",1,1,1,0,17.18044663157148,0.08929057175009802,0.0931041493733394,22.050429090988473,0.002419588156044483
50,Washing face: A rabbit is cleaning itself with its tongue. It,"['looks up at the camera and the camera holds its eye open.', 'is underneath a chair.', 'lays down on its back while it sniffs information.', 'waves its front paw at the camera.']",1,0,0,1,96.8638878561341,0.08918254949912807,0.09314110778625158,8.646288790972903,0.000899667851626873
51,Cutting the grass: A man mows his lawn while being filmed from a high angle in a sped-up video. The man walks across the mowed lawn and sits on a bench. The man,"['takes out a spray bottle and continues to mow the lawn.', 'fixes his bra laces.', 'stands and walks back across the lawn.', 'plays a large keyboard, strumming on the keys and pausing intermittently.']",2,2,1,1,3.144339219342075,0.08910768675013969,0.09327285372486585,19.01100149197373,0.0018511107191443443
52,Playing beach volleyball: The ball goes out of bounds. The man in green picks up the ball. The man with red shorts serves the ball. The man,"['who is in black is running and served the ball.', 'in blue shorts serves again.', 'in blue walks over and walks in front of the ball, serves it and walks the other way.', 'serves the ball again.']",3,1,0,1,12.028232019476077,0.08910731750165723,0.09357051546915802,15.51485277601023,0.0016587860882282257
53,High jump: A man prepares for a high jump. The man,"['does a flip in the air.', 'does a 360 revolution in the air then lands on the mat.', 'then completes the high jump successfully.', 'does a facing flip and lands in the sand.']",2,2,1,0,16.132609277629932,0.08908448400052293,0.09334784347684458,8.384252475010726,0.0008970499038696289
54,Arm wrestling: A group of guys are sitting on a sectional sofa. One guy stands up and kneels by the coffee table. A second guy,"['takes the weight off his shoulders.', 'begins playing a saxophone.', 'kneels across from the first guy at the coffee table.', 'is holding a gate open.']",2,2,1,1,3.062359775639766,0.08919810675160988,0.09360813278320936,13.742755415005377,0.0013424297794699669
55,Polishing forniture: The sponsors and description of a chemical product is displayed as an introduction. Water from a garden hose,"['is sprayed on a wooden chair.', 'is measured and measured.', 'is added and the woman feet step up to the javelin.', 'is in a cup and then poured into a new cup.']",0,0,1,1,6.37946023635413,0.08891932224832999,0.09482287492241183,12.587828153984447,0.001219170168042183
56,"Polishing shoes: A black boot sits on a table with several items, including a pair of handcuffs. A man's hand","['gets stuck into a tube that starts with a pair of scissors and is inserted into the camera.', 'brings out shoe polishing supplies.', 'wets an iron and irons it, followed by the hold a knife and then irons a second boot.', ""touch a doll's breast.""]",1,1,1,1,70.59922324970336,0.08925486674979766,0.0932687629675846,14.72040896400722,0.0016003632918000221
57,Removing curlers: This woman is showing viewers how to get big bouncy curls using hot rollers. First she lets the rollers heat up and she puts them onto her hair. Next she flat,"['irons her hair and puts some rollers on it.', ""irons the bottom layer of her hair that doesn't have rollers on there and when the roolers cool off she takes them out."", 'irons her hair and spikes it up.', 'irons the edge of the rollers for her hair.']",1,0,0,0,9.945368636480257,0.08924395399935747,0.09345537905815672,19.702239281035872,0.0021358057856559753
58,Carving jack-o-lanterns: A camera pans over a picture of a man holding a cat and leads into a person cutting out a pumpkin. He then places a mask on the pumpkin and traces out the lining of the picture. The man,"['then carves out the lines and leads back into the first picture but with the pumpkin as a face.', 'ties up the pieces and pulls them down and hides them.', 'quickly lights a torch to light the pumpkin, then he jumps off holding the cat as he jumps through the air several times before coming to a stop.', 'uses several tools to pull out the wrapper.']",0,0,1,0,7.6955612659210555,0.0900152115009405,0.09292938647383801,25.26513642099235,0.002576746977865696
59,Hand car wash: There is a green vehicle that says go green on it. There are several cleaners and a car being cleaned. There,"[""are cars's tires and license plates laid out for inspection."", 'is a man combing the hedge with an electric razor.', 'are two vans in front of the green vehicle.', 'is an advertisement for go green car cleaning.']",3,2,0,0,12.277087131120503,0.08889703425029438,0.09402013842854332,14.176548485997046,0.0012812241911888123
60,Hand washing clothes: A man is seen kneeling over a bucket dipping clothes inside and washing. Another man,"['is seen standing in front of a hose and dipping clothes underneath as well.', 'yells something to the camera while she continues to scrub the clothing down.', 'steps in and washes that bucket while still looking up and washing the bucket on his own and ends by speaking into a microphone.', 'is seen cleaning the bucket and laying it on a table.']",0,0,1,0,13.35002401270647,0.08870674475110718,0.09256651796537578,13.68440556601854,0.0015018889680504799
61,Hand car wash: The person kneels next to his car and shows cleaning products. The man shakes up the product before applying it to a sponge. The man,"['waxes down the door of the car with the product.', 'rubs the sponge in foam on the cars tires.', 'rubs the wet area of the windshield then wipes it off with a sponge to remove the germs.', 'puts it under the tire of the car.']",0,2,0,0,14.020930347649358,0.08880851900084963,0.09305469505638914,16.825915100984275,0.00172368623316288
62,Running a marathon: A man is interviewed while people watch or walk past in the background. Two men are interviewed in the same setting. A woman,"['is interviewed and two men are interviewed.', 'is interviewed while other people are interviewed.', 'talks to the camera.', 'is interviewed in the same setting.']",3,3,1,1,2.030437789095844,0.0888393819996054,0.09278281340723749,13.34495140501167,0.001215343363583088
63,"Baking cookies: After, the two continue to stir the contents in the bowl and eating the mix and placing them on a pan. Once the cookies","['are ready, the mother adds the baked cookies to the oven and after puts the cookies in a frying pan and stirs the cookies.', 'are full, they add on top of it a vegetable mix.', 'are in the oven, the two girls sit in front of the oven and watch the cookies bake.', 'are cooled, they are put into the oven and put onto a pan together.']",2,2,1,1,3.5108139749284515,0.0888591817492852,0.09310898099475177,18.23236107798948,0.0018514618277549744
64,Camel ride: A man wearing a green outfit is leading a camel. Two people are sitting on top of the camel. A man,"['tries to ride the camel but the camels legs just keep kicking.', 'stands behind them relaxing.', 'is sitting in front of them talking.', 'is walking next to the camel.']",3,3,1,1,2.5799323374023255,0.08940489675023855,0.09434302038425812,13.376956400028575,0.0013416623696684837
65,Preparing salad: She opens a bottle with her teeth and pours that onto the salad too. She puts more dressing on the salad. A lady in the background,"['stands and claps her hands.', 'is talking the talk.', 'gives her approval and the lady pats her hand.', 'is pulling saran wrap out.']",3,0,0,0,46.101410375706166,0.08942704925084399,0.09451387586646888,14.534789576973708,0.0013753203675150871
66,Clean and jerk: There is one man who's in the room with two other men and he lifts up a weigh that weighs over 400 pounds. Next he,"['leans forward towards another man, who measures the weight on the machine before letting go to fetch another one.', 'dips the weight in a glass of icy water and then down again.', 'picks up an additional burden of weight up and drops it on the other man.', 'lifts up a weight that is heavier than the last one.']",3,3,1,1,3.2502644834071135,0.08878383674982615,0.09284069550813974,17.716345407021436,0.0017224159091711044
67,Assembling bicycle: A person is seen sitting on a stool and piecing together several parts of a bike. The person,"['disassembles and rearranges the bike.', 'then grabs a spare tire and continues grinding the tiny parts together.', 'continues piecing the bike together and pans around the finished product in the end.', 'continues piecing out the parts while looking off into the distance.']",2,3,0,0,18.294109395620662,0.08891934150142333,0.09396442567137005,13.79259023701161,0.0013116924092173576
68,"Running a marathon: Then, the woman cross the finish line and people help her. A cameraman films on front the finish line while people is arriving. A woman","['collects people in a room.', 'raise her arms when cross the finish line.', 'talks next to a food store, then the woman eat food on front of the food store.', ""rescues a rubik's cube from a young crowd.""]",1,1,1,1,5.9944526813126835,0.08877029449922702,0.09249684918379888,16.449532935977913,0.0016922280192375183
69,Mooping floor: First he mops near the stove and the counter. Then he mops on the floor that between the refrigerator and another counter. Then he,"['returns and mops on the counter.', 'mops the center of the kitchen floor.', 'mops living room and hallway.', 'mows near a chair to make parallel bars without doing lap tops and he mops near the table.']",1,1,1,1,3.5614842835925065,0.08878740000091057,0.09287456896465796,16.050951755030837,0.001725546084344387
70,Blow-drying hair: The man is showing various hair care products. The man is drying the woman's hair with a blow dryer. The man shows a hair brush. The man,"['hands the woman the brush and blow dryer.', 'rubs the hair dryer on her hair.', ""proceeds to trim the woman's hair."", 'places "" states "" on the braid.']",0,0,1,1,5.912596523941442,0.08879872699981206,0.09296033261462935,16.9950944460179,0.0015021683648228645
71,Disc dog: A man is outside with two dogs on leashes. He,"['seems to be talking to the camera when suddenly the dogs start fighting and punching each other.', 'puts on a show with the trained dogs.', 'is brushing the dogs legs with the leashes.', 'is using frisbees from an assortment for the dogs.']",1,0,0,1,18.343181411694836,0.08903409424965503,0.09430242394341375,10.352193315000477,0.001088293269276619
