item_index,prompt,gold_index,predicted_index,correct,correct_raw,perplexity,ttft_sec,tbt_sec,total_latency_sec,peak_memory_mb
21,"Blow-drying hair: An introduction comes onto the screen showing a girl who will demonstrate how she blow dries her hair. She
A. puts some mousse into her hand and proceeds to work it through her hair.
B. begins by applying a lot of powder to her hands and water while talking.
C. starts by changing into several outfits as she demonstrates the process with her hair and then she cuts her hair and adds some blow-drying product to the product.
D. begins by taking the gel out of her hair and pouring it onto her fingers.",0,0,1,1,4.6157671626476064,0.014931503750631236,0.019066151769208603,3.5297656369984907,2.75
22,"Preparing pasta: The final product and credits are shown. Ingredients
A. for a "" shelf of coors, full pain berry "" liqueur case are displayed.
B. are mixed and sauteed.
C. are poured out onto a table for mixing.
D. are shown on a silver tray.",1,2,0,1,12.045232369441946,0.014941798500785808,0.01891536370578037,1.6675731089944748,1.5
23,"Removing curlers: An ad for vidal sassoon appears. We then see their curling iron and hot roller set. A demonstration
A. of the braking techniques of hitler's first razor.
B. shows how to plan with the round rollers, an which is demonstrated slowly.
C. , they again add iron to hot roller.
D. is shown for how to set and use the hot rollers and iron on a woman's hair.",3,3,1,1,7.659709229015811,0.01492600624987972,0.019039960392431946,3.0680177670037665,2.25
24,"Shaving legs: A group of guy friends are in the bathroom talking and having fun daring on of the boys to shave his leg. The camera
A. zooms in on the desk and the reporter takes a close up of the laptop in the end.
B. is taken down to the edge of the mans head and the boys move around their right selves kit his leg.
C. pans over to the boy's leg showing one of his friends shaving the hair off his leg with an electric razor.
D. continues to zoom in on the boy who has no leg to shave, he continues shaving his leg.",2,2,1,1,5.494062224127202,0.014940913249574805,0.018955154949101133,3.793929177971222,2.5
25,"Camel ride: People ride camels through the desert. A person carrying a camera or luggage walks with one of the groups. The first camel group
A. stops and grooms the other group.
B. arrives to an airport.
C. plays on a drum set with other camels.
D. begins walking back to the camera.",3,3,1,0,40.474240456524576,0.01494691350035282,0.019017021904066296,2.8362728519950906,2.0
26,"Chopping wood: A man is chopping wood in a snowy yard. There is a pile of snow behind him. The log
A. melts onto the ground.
B. is now held in the other hand as he chops it down.
C. is being chopped down.
D. split in two with one strike.",3,2,0,0,33.60634212959829,0.014929356000266125,0.01902795197616393,2.4572393729977193,1.75
27,"Trimming branches or hedges: A man, in a field of dirt and fruit crops with bare branches from the winter, begins to prune dead branches from the fruit plants with a pruning tool and a hatchet. An image of the plants in fruit bearing months
A. ago in a a tenticing bowl appears, along with a title screen.
B. appears before returning to the man in the field pruning the dead branches.
C. ago is shown for the closing recording sequence.
D. list and derailations follow.",1,1,1,1,17.980250559470576,0.014910416249676928,0.018996593919716788,4.789793551008188,3.25
28,"Zumba: A large group of people are seen walking on a stage with a man speaking to the crowd and leads into the group dancing with one another. The people
A. tap their fingers together and hold hands with one another as well as walking around in the end.
B. continue dancing together as the camera captures them from several angles.
C. are seen performing jump rope tricks while dancing with one another and ends with more dancing.
D. spin around the stage while the man leads into them dancing with one another and ends with a girl jumping off the stage.",1,1,1,1,11.840423480010731,0.014922520750133117,0.018955029095095596,3.850695902019652,2.75
29,"Arm wrestling: There are a series of elbow wrestling events shown in the video where one man is more forceful than the other and ends up winning the wrestling game. There are some over dramatized scenes where people are elbow wrestling and over reacting to the game. There
A. 's also some animation about people opposing the other team and just using their hands to fight.
B. are runners celebrating while another man is interviewed and one coach is interviewed and then looks to the camera about.
C. 's also some shirtless and shoulder wrestling in the video that results in one man getting handfasted and being crowned the loser.
D. are also some referees seen acting as moderators in the elbow wrestling match.",3,3,1,1,16.770673627683355,0.014878860999942845,0.018981211692865707,5.621010470009423,4.0
30,"Spinning: An intro leads into a woman talking to a class sitting on bicycles and beginning to ride. She
A. leads the class in a bicycle riding class and inspires her students to peddle hard like this.
B. then pulls out a device and demonstrates how to properly ride on the handlebars by brushing back and forth across the handlebars.
C. continues riding around the city with a harness to show how her body works.
D. speaks to the class, then shows them a harness and helmet.",0,1,0,0,28.186928245200715,0.014926969000043755,0.018990322416637076,3.0221981729955587,2.25
31,"Playing saxophone: The man looks around then he is playing his saxophone. A website a person the screen in the lower left corner
A. gives a name and justin van ilbert's website then a woman wearing a purple sweater does another picture on the screen, then the woman in the green sweater then a video of another man is shown completing a show.
B. and the screen fades.
C. of the screen tells viewers how to use the internet that has an internet connection.
D. appears and the buzz starts.",1,2,0,1,43.303918268373984,0.014909190750131529,0.019036540331424996,3.3910313209999003,3.5
32,"Capoeira: The first man leaves and another man jumps in. The two men finish and shake hands and hug. Both men
A. leave and a man is seen cutting the grass in a field.
B. get off the bull.
C. back out of the ring and a new man enters.
D. take off for the finish line holding bungee jumps and measuring out the distance.",2,2,1,1,7.03281758726967,0.014923188249667874,0.018988424239654557,2.8320026919882366,2.0
33,"Blowing leaves: A little girl is blowing leaves in fall outside of a house. She pauses for a moment to get a better grasp of the leaf blower. She
A. begins to violently blow the leaves in the yard.
B. walks by a little boy and continues to blow the leaves.
C. takes a small piece of wood and begins to blow the leaves with it.
D. focuses on what she is doing and effects come in from the log and the wind blowing the leaves around.",1,2,0,0,13.392231086591499,0.014926331250080693,0.01891002942108906,3.6526109150072443,2.75
34,"Ping-pong: There are several spectators seated in the stadium. They continue playing a rally for some time. The player in the red shirt
A. joins in and stops the player in the red shirt.
B. again pulls the puck down the ice.
C. misses the ball and gives his opponent a winning point.
D. starts to talk to the camera as the man in pink starts walking toward the green goal.",2,2,1,1,7.410354276000995,0.014923266000096191,0.018908084480781094,3.0093542430022353,2.25
35,"Long jump: The men are jumped one by one on the sandy ground while a man and woman are holding a rake and smoothen the ground. Two people
A. are holding a tape measure and measure the jump.
B. sneak along the yard in a cased formation, lob the rake and turn in to walk on the grass at the same time.
C. wearing helmets are holding skis and meet on the sandy ground and the men begin to kiss.
D. are raking the grass near a flat area.",0,0,1,1,6.965609122962171,0.014926740999726462,0.019009912492134226,3.6525804250122746,2.75
36,"Mowing the lawn: A person is seen pushing a lawn mower all around a yard while moving around in fast motion. The person
A. chases around the yard around with the mower and ends with a mark on the lawn.
B. continues moving around to cut the grass and the camera captures his movements.
C. pulls up the lawn mower around while continuing to push the machine around.
D. covers all the bases on the lawn and continues mowing while the camera s moves their movements around.",1,1,1,1,13.437268009368736,0.014917728500222438,0.018899922939881325,3.1970581220211898,2.25
37,"Blowing leaves: A hand is shown flipping a switch. A the hose of a leaf blower is shown. The hose
A. of a vacuum is run through a drain.
B. of an indoor washer is blowing leaves with a hand.
C. spins clockwise.
D. begins forcefully blowing leaves away from the camera.",3,3,1,0,22.753522323567637,0.014919792750333727,0.01895041686715615,2.485332529997322,1.75
38,"Tango: A woman speaks to the camera while holding a card. A couple appears on a professional stage under a spotlight and performs a dance routine. The pair
A. finishes their routine, he kisses her hand and the audience applauds.
B. continuously spin and twirl as the crowd claps and cheers, and then leads into several clips of the couple while the crowd claps again.
C. spins and flip around and break dance on the stage.
D. continue moving their hands and legs around while narrow smiles flash in the camera.",0,0,1,1,7.69543026810266,0.014930634500160522,0.018989943860223804,3.7247817030238366,3.0
39,"Spinning: A man talks in front of an office building. The man enters the building and walks up the staircase. The man enters the gym room. People
A. are gathered around, waiting.
B. are sitting around a table in the gym.
C. practices goals for the game of polo.
D. ride on stationary bikes and watch a television in the gym.",3,1,0,0,9.953821520771962,0.014939058749405376,0.0189454754906805,3.072086838015821,2.25
40,"Playing beach volleyball: A group of men are playing volleyball on the beach, 3 on one side, and 2 on the other side. One team attempts to serve and it crashes into the net. The other (shorthanded) team
A. sends its own serve, a simple lob, but the opposing team knock their return out of bounds.
B. attempts to serve but the ball falls to the ground as their racket drops.
C. attempts to hold their position and it crashes and falls.
D. tries to serve and they're pulled to the left as they try to serve also, the goalie tips.",0,1,0,0,22.13086456829336,0.01490177425012007,0.018897033810779767,4.95393885399244,3.5
41,"Shaving: A man is cutting his beard with scissors. He uses a shaver to shave off the beard. He
A. also uses an item that travels with him on the shaver.
B. collects the hair in the sink.
C. sets the shaver down, and pulls the beard free.
D. adds a bird.",1,1,1,1,10.55855101706551,0.014941301999897405,0.019044290492175264,2.4974343909980234,1.75
42,"Waterskiing: On a river outside the boys are walking down the street as cars pass by. There
A. are many large waves the kids are in as a small child look to the sky to see if they are being lifted by a whale or a hurricane.
B. are children riding tubes and they pass another river before the turn.
C. are many people out doing many different activities on the water.
D. is also a river on the side of the road and it gently bathing the back of a man's head.",2,2,1,1,8.812743545542768,0.014921254000000772,0.01890875208692756,3.1039941019953403,2.5
43,"Playing lacrosse: The man in orange demonstrates passing the lacrosse ball against the wall. The man in orange talks to the camera again. Both men
A. demonstrate passing the lacrosse ball against the wall.
B. continue to demonstrate dribbling carefully.
C. watch as a group of men begin to play lacrosse.
D. move very close to the opposite wall.",0,0,1,1,3.1034859311806904,0.014929616750578134,0.019011449960779074,2.9684703110015107,2.0
44,"Skiing: Someone is shown driving down a snowy street in the ukraine. Several skiers
A. are seen riding down a hill on inflated tires.
B. are then shown driving vehicles down the same roads.
C. are skiing down the slopes on the side of a mountain.
D. are doing various activities, such as scuba diving, snowboarding, and getting ready for their run.",2,2,1,1,4.751955683694099,0.014918846750333614,0.018970106217041528,2.5068190889996913,2.0
45,"Shaving: Another male model also has his entire face lathered with shaving gel. He is also shaving his face with a blue razor. He
A. puts on another mask and combs his hair with a pink hair dryer.
B. then shaves his facial hair with a vaseline smooth face shave.
C. shaves his cheeks and mustache area.
D. proceeds to shave his shoulder and also his chin.",2,2,1,1,9.444026918631367,0.014928986499853636,0.018874955646291398,3.155208671991204,2.25
46,"Chopping wood: A man is standing in a field holding an ax. The man lifts the ax above his head. The man
A. lifts the ax over his head.
B. lays down a blanket and puts put a box on top of it.
C. then chops a large tree branch off of the ground.
D. splits a log of wood on a stump.",3,0,0,0,9.403477256262425,0.014937266999822896,0.018990279808555853,2.7373785210056667,2.0
47,"Bullfighting: The fight continues with the rest of the wildebeest herd looking on. The fight continues on as one wildabeast pushes the other away from the herd near a river. One wildebeest
A. gives up and runs off as the other wildebeest chases.
B. is knocked off his horse and another pushes the second one off.
C. gets attacked by another one and is carried away by the herd.
D. crouches down and gets in the way as two others attempt to take her back.",0,0,1,1,5.847762146934072,0.014921531999789295,0.018892929606671445,4.575096303993632,3.25
48,"Throwing darts: A man in a black vest is standing in a room. He throws darts at a dart board on the wall. A woman
A. stands next to him watching.
B. puts her arm down.
C. comes onto the screen and starts talking into a microphone.
D. puts darts on a board on the ground.",0,0,1,1,6.228545878729837,0.01493563175017698,0.018992249006642897,2.9465643760104285,2.0
49,"Throwing darts: A man in a black vest is standing in a room. He throws darts at a dart board on the wall. A woman stands next to him watching. A man
A. is sitting on a stool at a dart board.
B. kneels next to a dart board.
C. starts throwing darts into a dart board.
D. walks up and pulls the dart out of the board.",3,3,1,0,6.202656280333544,0.01492816700010735,0.01895512298421971,3.6611860350021743,2.5
50,"Drinking beer: One of the men is using a controller to make the arm pick up a bottle. The arm brings the bottle to the man's face, so he can take a drink. Then the robot
A. arrives and grabs the bottle and the person makes the arm grab.
B. removes the bottle and drinks.
C. has to take it away again.
D. returns the bottle to the table.",3,3,1,1,2.9881260943460446,0.014940484500584716,0.018925689751284402,3.788122819005366,2.75
51,"Making a cake: The view then changes back to a front view and the man moves the kitchen aid to the side and grabs from the counter behind them, a baked cake and a plate with a slice of cake on it. The outro
A. includes a picture of the man and woman standing together, their names, the name of the cake they made, their address and the news station that aired it.
B. screen appears and it includes 24 words on it that read "" best cake in the world, it was a special present from my wife-november 2014 "".
C. is then seen with a logo on it, subscribe to a website, or postcard for a 2014 dating lesson, and sink in a deep blue ocean.
D. screen appears and there's a yellow triangle on the screen with a graphic after it that numbers a one and a one.",0,0,1,1,10.611760555288987,0.014866371749576501,0.018945342543965946,5.8756856479958515,4.0
52,"Welding: A man is working over the back of a trailer. He
A. has an empty trailer that he lays down while he's doing it.
B. puts a hose down and finishes installing the tires.
C. uses a leaf blower to move the leaves around.
D. is welding the metal between two pieces of wood.",3,3,1,1,7.199875900591527,0.014925891749953735,0.019001303695178995,2.0548404549936095,1.5
53,"Playing pool: A man walks into frame and speaks to people all around a bar. People are seen eating and playing pool while others interact on the side. People
A. continue playing around with one another as well as speaking to the camera.
B. continue socializing with one another while people still play pool and eat.
C. continue to watch the man speak to the people around him while he continues to demonstrate how to play pool.
D. are seen playing pool continuously and injuring one another.",1,2,0,0,17.27534737345697,0.014932519250123732,0.018999547021913747,3.536647182010711,2.5
54,"Tai chi: An introduction comes onto the screen for a trailer about a martial arts movie. The trailer is then played showing several martial arts battles and other captions on the screen. The video
A. ends with an item being shown on the screen briefly.
B. ends with the closing captions and graphics shown on the screen.
C. returns to the crowd clapping.
D. ends with the closing credits shown at the end.",1,1,1,0,11.567847794314615,0.014919639250365435,0.01895578316303608,3.5475426590001007,2.5
55,"Cleaning sink: A woman sprays a bottle of solution. She
A. then removes a butterfly near her neck.
B. then scrubs the sides of a sink.
C. inserts an earring into her ears.
D. pours it in a bowl, and juggles it.",1,1,1,1,7.127676160880172,0.01492628699998022,0.018997031714185313,1.6554558119914873,1.25
56,"Scuba diving: A man is scuba diving under the ocean water. He is exploring the bottom of the sea, showing off tips for how to swim. He
A. quickly wades into the water, waving his arms above.
B. gives an ok sign to the camera as he moves along.
C. runs into a shark and its eat the man.
D. comes across gopots and fishes.",1,1,1,1,14.145134804426986,0.014932429250166024,0.018961336870554932,3.283156984995003,2.25
57,"Painting furniture: A woman in a green apron sits on a kitchen floor next to black cabinets and talks to the camera. The woman produces a can of white wax like substance and then produces a circular brush. The woman
A. then uses the brush over tatts with an electric machine.
B. then folds wet paper towel and create a shower area, wet the paper towel, spread pink stuff onto the paper towel, and then decorates with a paper towel.
C. pours the liquid into a white plastic pan and begins scraping the residue off onto the floor.
D. begins applying the white wax like substance to the cabinets she is sitting next to and then blots them with a piece of fabric, after which, she begins talking to the camera again.",3,3,1,0,7.22668335442708,0.014909396749317239,0.018998620655855884,5.303256888013493,4.0
58,"Playing congas: A small baby is shown inside a bedroom. She
A. is banging on two large drums in front of her.
B. is pushing a vacuum cleaner in an empty room.
C. plays that video game as the woman wipe her eyes.
D. bounces her dad on her lap as he shows her how to clip her toenails.",0,0,1,1,9.412435058299488,0.014934584500679193,0.018926593823665575,1.9902509080166055,1.5
59,"Futsal: Man in the green grassy futball field start doing tricks with the foot and the ball showing how to do it. The man
A. flick the ball up and and play the ball in the air.
B. started with a little backward swing and he take off doing it a bit bit and sticking his legs on it.
C. then bend down and pretend to kick the ball as he walks and make a fist then jumps up and twirls with the ball, raises his feet up and then lets go.
D. stand still with the racket into a horizontal position in the air and then punches the grass with the racket while the referee holds his hand for the signal.",0,0,1,1,14.184360438281434,0.014935449250060628,0.018990085631331203,4.1805903789991135,3.25
60,"Hitting a pinata: A woman helps a small child to hold a blue rod, while other individuals walk around in the background. The small child
A. uses the blue rod to start playing hopscotch on a blue mat.
B. hits a pinata with the rod repeatedly.
C. pushes a blue boat into the water.
D. hold the blue rod of solution, while two adults put water in a metal bucket with blue hoses.",1,1,1,1,12.089922729255346,0.014940494500478962,0.01895978652374825,3.2450061139916215,2.5
61,"Clipping cat claws: A woman is talking while seated on a couch. She
A. begins to play the piano.
B. takes some curling iron and begins to iron a shirt.
C. is holding a bottle and a bowl of milk, then she begins cutting pieces from a large loaf of bread and sitting it on the table.
D. is holding a cat in her lap.",3,3,1,1,1.846752319863871,0.01493585449998136,0.01898229264033465,2.2237247789980756,2.25
62,"Walking the dog: The woman is petting her dog, and the dog licked her face. The woman is playing with her dog. The woman
A. holds the dog's hand and frites through his hair.
B. is talking to the man next to her.
C. walked with her black dog and then pet him.
D. lick the dog, rubbing his fur.",2,1,0,0,22.183602193810593,0.014940734499759856,0.018998704324431608,2.9285672909882123,2.0
63,"Doing fencing: Two men are jousting inside a gym. They aim their swords at one another. They
A. jump back and forth trying to make contact.
B. begin wrestling as they dodge each other's swords.
C. begin fighting, throwing punches and kicking each other.
D. suddenly stop and take their swords off.",0,2,0,0,9.185277655901961,0.01494285899980241,0.01904420175216262,2.364119848010887,1.5
64,"Playing piano: A young lady plays a white piano on front people that applaud her. A woman cries hearing the young woman play the piano. After
A. , the young lady chug a glass of water while smoking a cigarette and the camera man to observe her practicing.
B. , the young woman ends her performance and people applauds.
C. , the young lady takes two damage fingers and touches them, then she releases the pain at a soccer ball.
D. her game is done, the girl gives a bow to the camera after the video ends.",1,1,1,1,15.624131799565024,0.014938001749669638,0.01899453650793947,3.6117303339833597,2.5
65,"Doing a powerbomb: A man is standing there with a woman bending over in front of him. He
A. begins to push her on the slide.
B. begins playing the harmonica as the woman is playing her acoustic guitar.
C. bends down and lifts her up to his face, flipping her around.
D. then pulls her blonde hair and puts two rollers in her hair.",2,2,1,0,11.933594138907488,0.014944207000553433,0.018896032914734993,2.497365074003028,1.75
66,"Mixing drinks: A man is talking from behind a bar. He pours ice into a glass, then adds different liquors. He
A. begins counting down on a paper.
B. then demonstrates how to make liquors to a glass, and then pours ice into another glass.
C. prepares the drink, ready to serve.
D. serves the drink, then pours the liquors into a glass.",2,3,0,1,12.101690307555014,0.014928424500340043,0.01893797486756486,2.919347903003654,2.25
67,"Making a cake: The person uses the paint brush to apply the mixture to the white, cake fish laying on the paper. The person
A. scrape the white white fish on the paper with the brush to create a sauce.
B. adds powder and additional water to a small, plastic container.
C. adds the mixture to the wrapped sauce and rolls it up in the paper and smiles as the finished product.
D. starts painting the top of the curtain.",1,1,1,0,35.56926609546901,0.014933281750472815,0.018998051751589386,3.1184194590077823,2.25
68,"Playing saxophone: Several people are holding lights in a dark arena. A man
A. walks into the ring and lights his hands on fire.
B. holds an ax over his shoulder.
C. is shown on the stage, playing a saxophone.
D. walks runs on the track and jumps onto a pole.",2,2,1,1,5.0648188660635345,0.014946269499432674,0.019126976229981666,1.9724827009958972,1.25
69,"Putting on makeup: A young girl is seen holding up makeup and smiling to the camera. The girl
A. then paints another girl's lashes and begins placing clips and colors into it.
B. looks into the camera while still playing with makeup.
C. uses false eyelashes to show how she looks then moves her hair away from the camera.
D. then begins shaving her face and blow drying her hair.",1,1,1,1,16.517555528259276,0.014925129500170442,0.019003824207664784,2.530197664997104,1.75
70,"Playing squash: Two men stand on a racquetball court. The two men begin playing racquetball. A score is made and the players stop playing. The players
A. then finish in a handstand pose.
B. get off the racquet and cheer.
C. begin rowing and returning with goals.
D. resume playing until the next score is made.",3,3,1,1,8.046512315489704,0.014938326749415864,0.019031942939391505,3.2000238919972617,2.0
71,"Decorating the Christmas tree: A title screen with white and red letters in front of a mesh background appears followed by a black screen with white letters explaining what the video is about. The video
A. takes place inside a gym as treatment for pain.
B. shows various video clips from young man's life and the man even on the soccer field on a sunny day in his backyard, where four other asian men are playing soccer on a basketball field.
C. shows a sped up time of a family decorating a christmas tree in a living room as the mount is placed and the tree is then decorated with lights and ornaments as some of the family members show off and pose for the camera.
D. continues to play for the entire game until the camera stops with the same view through the mesh screen.",2,2,1,0,10.940502447816531,0.01490255174894628,0.0190125555172334,5.021887196993703,4.0
72,"Playing rubik cube: This man is show solving the rubics cube while there's a timer to time how long it takes. First someone
A. touches the key to complete the rubbot cube and shows the rate of time that the both of them do that to solve it.
B. washes their hands using a towel wiping their hands clean.
C. says something and then he starts twisting sides of the cube to match the colors together.
D. gets the cube out of the cube, and then a girl appears, grabs the cube and begins solving correctly.",2,2,1,1,12.081935535818008,0.014935574500668736,0.01890183475667515,3.5565817279875773,2.75
73,"Kneeling: First the woman greets everyone through the camera and she tells what she will be doing. Then she
A. gets on her knees and explains how she would like to do the splits and she's very confident.
B. kneels down on the yoga mat and then she sits on her feet.
C. holds a shoes and show how to put them on and she also takes off a pair of socks.
D. starts interviewing people about ballet moves, techniques, and instruments.",1,1,1,1,7.781799391956013,0.0149169995002012,0.018887115553480962,3.0627193710042775,2.25
74,"Shoveling snow: We see the snow helper, then see it in action. We are shown a shovel with it attached. We see the sale screen. We
A. see a cover letter.
B. see the title screen.
C. see instructions for the items.
D. see the shovel being set up with a shovel helper.",3,1,0,0,13.756138919005807,0.014933113499409956,0.018971982322545954,3.000389713992263,2.25
