item_index,prompt,gold_index,predicted_index,correct,correct_raw,perplexity,ttft_sec,tbt_sec,total_latency_sec,peak_memory_mb
10,"Computers and Electronics: How to access facebook via windows media player. Open up the menu. Click on windows media player to run the application.. Make sure you are connected to the internet.
A.  Again click the facebook icon in the top left corner to open up the interface of the application.. Select the "" options "" option from the drop down list.
B.  Once windows media player is open, click the tab that says "" media guide "".. If you are in the us, or your windows media player's default country is united states, continue to step 6.
C.  The addition of bluetooth is not required.. Check the box in the top left corner of the application to enable bluetooth.
D.  You are allowed to access facebook from your computer running windows media player. Otherwise, the same way that you can access facebook on an iphone would ben't allowed.",1,0,0,0,13.223484934015984,0.13999465775009412,0.13894936481722728,39.326851415006786,2.0779800415039062
11,"Home and Garden: How to grow vegetables in the west. Grow vegetables that do well in cooler weather. Since the pacific northwest has cool, short summers, avoid planting warm-weather vegetables like eggplant and peppers. Instead, you'll want vegetables that can tolerate cold temperatures and minimal sunlight.
A. Some good vegetables you can try growing are : Lettuce carrots broccoli spinach. Plant your vegetables during the spring. Some vegetables need to be planted in early spring, while others do better if you plant them later in the season.
B.  Plants that also thrive in cooler weather include yew, celery, or fennel.. Choose vegetables that do well in a warm environment.
C. Grow at least one third of the vegetables you want in the warmer season. The cooler season means there's less dry, moist weather outside.
D. Low-temperature vegetables such as brussels sprouts and asparagus will get better--and before you know it, summer is perfect. As much as you want vegetables to grow well, they'll do well better if you try to plant them in warm weather.",0,0,1,0,8.305222567853445,0.13801393774986082,0.13873241619636995,54.24150081899461,2.7217330932617188
12,"Food and Entertaining: How to make choux pastry. Heat the butter and water together and bring to the boil. Add the flour in one amount and stir quickly. Beat for a minute or until it forms a smooth ball and leaves the side of the pan.
A.  Mix together the egg yolks, honey, cream and milk in a mixing bowl. Combine the flour, butter and milk again.
B.  Sprinkle flour and milk together (using a spoon) into the flour ball. Also choose to add raisins, cashews or coriander.
C. Allow to cool, however do not seal with cling-film or cover the dough as it may sweat which can affect the end result.. Place paste in a large bowl, mix-master, or food processor.
D. Then pour the cottage cheese onto the dough. If you can't find cottage cheese at your local bakery, you could also substitute parmesan cheese.",2,3,0,0,22.726477931332496,0.13855095549990892,0.1388433857771394,47.89979837200417,2.4074859619140625
13,"Home and Garden: How to install a doorbell. Cut off power from the breaker or fuse box to avoid injury. Make sure that the circuits that supply electricity to the power sources you are working with are shut off before starting the installation. Turn off the appropriate switches at your breaker panel or fuse box.
A.  Note that lights are usually disconnected at the back of the box. If you only have light switches that are switched off, try turning off the appropriate switch where they are not.
B.  Test light switches or other outlets in the area to make sure the power is off.. Connect doorbell wires to the chimes.
C.  Look for these switches by walking away a few feet or by switching on fluorescent lighting.. Cut close to the fuse box and turn off power to the circuit breaker.
D.  Cut the power to the breaker box. Use a saw or box saw to cut off the power to your power box.",1,0,0,0,18.88858975089018,0.13854370250021475,0.1381301217534579,50.41914876299916,2.4086380004882812
14,"Finance and Business: How to develop money management skills. Share the burden if you are married. Even if you have been assigned the responsibility of paying bills, include your spouse in the process. For example, discuss all purchases with each other and always establish a budget that you agree on.
A.  The largest input may come from spouses (i.e. one spouse could pay 13 percent and the other would normally pay 31 %), however.
B.  Conflict generally arises from threats of change, or multiple people not associated with the relationship might disagree. The right approach could involve requiring each person to think about the situation for a while, while also giving one person the option to make purchases separately.
C.  Find a friend or family member who wants to help you. If you are trying to develop money management skills online, there are online job websites, like linkedin, that allow you to find firms, move through a detailed application process and give you guidance on ways to apply for financial help.
D. By doing this, your spouse will be respectful towards the money management decisions you have established and will make sure to abide by them. The goal is to have both you and your partner working together within the boundaries of whatever budgetary requirements you have established together.",3,3,1,1,10.736559111431456,0.13907890599978145,0.13865807858214663,57.960760157007826,2.8527145385742188
15,"Health: How to seek psychotherapy for phobias. Decide if you need psychotherapy for your phobia. Some people have normal fears of things, some have intense fears, and others have phobias. If your phobia doesn't affect your life in a significant way, then you may not need psychotherapy.
A. However, some people may have a fear of the cold. If you have a phobia of the wind, it's particularly important to seek therapy if you live in an environment where there is a lot of wind.
B. However, if you are struggling to overcome your phobia and cannot accept it on your own, then you may benefit from therapy. If you live alone and fear some things, you may prefer psychotherapy over therapy.
C. However, you can choose to cite your phobia if your phobia triggers you, to help your shrink. Your phobia might be triggered by daily activities like taking a shower, going for a walk, watching a movie, or eating something.
D. However, if your phobia keeps you from doing normal everyday things, then you should seek help. The fear caused by a phobia may affect your day-to-day activities.",3,3,1,1,4.745993036740606,0.13834244849988409,0.13883632112676525,59.697642594001536,2.7876129150390625
16,"Home and Garden: How to build a dock. Gather all the supplies you will need to build a dock. The list of items can be found at the bottom of this article in the "" things you'll need "" section.. Visit the area of the water where you plan to build your dock, and bring your supplies with you.
A.  Find a large amount of small pebbles, old reeds, and grass and make sure they are dry, and that they are not washed away before you go on to the next step. If there is not enough water, enough rocks will need to make up space for the dock.
B.  There are a number of different types of dock, so ask your friends for details about which one is best for your craft. You can also ask friends and family to help you find the one, and you can purchase dock supplies from your local hardware store.
C.  Look to see if there is any debris. You will need to gather enough to easily move the rope rope between decks.
D.  Get as close to the water as you can to build it because once it is complete, it will be very heavy and difficult to move.. Make a square with your 8-foot (2.4 m) long 2-by-8 pieces, and screw them together.",3,3,1,0,7.495840950412294,0.14144013650002307,0.1387612838871718,63.285860863001744,3.068145751953125
17,"Finance and Business: How to start a custom drapery business. Learn as much as you can about sewing, interior decoration, window treatments and business. Check out books on all subjects from the library. Enroll in a couple of classes at your local community college, technical/trade institution or community service center.
A. Learn about seasonal markets and techniques in your area. Immerse yourself in the real world.
B. Take some online business and/or interior design courses. Ask local fabric, craft and sewing notion stores if they offer workshops.
C. Learning about this subject will help you gain insight into what sewing or interior design provides. Prepare yourself to learn a lot about making intricate and visually pleasing designs.
D. Register to work at a nursery or a craft store. Obtain a business license to practice at a nursery or craft store.",1,1,1,0,18.774293122672297,0.13799256299989793,0.1392284699913418,48.725020869003856,2.3978500366210938
18,"Education and Communications: How to use proper capitalization. Capitalize proper nouns. Proper nouns are unique items and they will always begin with a capital letter. More specifically, proper nouns name specific people, places, and things.
A. Capitalizing proper nouns helps readers identify specific and important items in a sentence or paragraph. Consider : Some examples of proper nouns are january, china, and declaration of independence.
B. Using improper nouns also adds unnecessary amount of ambiguity and cloudiness to your word. A proper use of capitalization throughout a word will help you better notice it.
C.  If you are writing first person, use capital letters to indicate people in the room (like mother, how are you? ). If you are writing second person, use capital letters to indicate children in the room (like your mother or guardian).
D. To capitalize correctly, for example, "" gay guy "" and "" tina "" in french are proper nouns. Proper nouns tend to be : Abpelvis aabbian aslabrador/mcason/abcated. Use proper roman numerals.",0,0,1,1,18.49432644941711,0.1375691905000167,0.1388989231871215,48.05370849199562,2.4098663330078125
19,"Food and Entertaining: How to install msn on windows 8. Navigate to the download page for microsoft windows essentials at http: // windows.microsoft.com/en-us/windows-live/essentials.. Click on "" download now, "" then select the option to save the. Exe file to your windows 8 desktop.. Double-click on the windows essentials. Exe file saved on your desktop.
A.  The windows essentials installation wizard will display on-screen.. Follow the on-screen prompts to install the products of your choice associated with windows essentials.
B.  Your windows xp pc will automatically download this file from microsoft file explorer, and you can begin the installation process of microsoft.. Double-click on the boot menu, and select "" explorer.
C.  Click "" next "" next to "" save as. The downloaded msn file will be saved to the right of the windows 8 desktop shortcut ribbon.
D.  Click on "" format, "" then choose an. Exe format application to convert your windows essentials video to windows 7.",0,0,1,1,9.802029962902246,0.13914861800003564,0.1387447396529666,61.32679043999951,2.9102020263671875
20,"Computers and Electronics: How to fix chrome crashes. Double click the computer icon on your desktop.. Open the app data directory : C: \ users \ xxx \ appdata \ local \ google \ chrome \ user data \ default. Right click the "" default "" folder, and select delete option. When you're prompted to confirm moving the file to the recycle bin, click yes button.
A.  Open the "" computer scans "" (and then click on ok) list on the right. The default scanning options include active scan, functional scan, advanced scan, and associated scan.
B.  To save additional files for later use, right click the "" desktop "" folder and select delete option.. Choose "" work "" and select continue.
C.  Right click the google chrome desktop icon.. Select properties from the context menu (right-click options menu).
D.  Click the second file tab at the top, and select new.. Type in your usb password, and press next.",2,2,1,1,13.259670266955208,0.13773034300015752,0.13882455425060072,58.71840960300233,2.8575820922851562
21,"Pets and Animals: How to brush a cat. Wear sterilized rubber gloves. This is a precautionary measure if you find signs of irritation on your cat's skin. You'll be less likely to pass germs into any open wounds.
A. Also, make sure that you wear gloves and that the skin is cleaned before you begin any brushing. For instance, you could hold your cat upright on your lap while brushing its hair.
B.  Latex or vinyl gloves will work as long as they include rubber. Rubber gloves have an additional layer and can be removed in about 30 minutes.
C. This will also prevent the spread of the bacteria that causes the itching and skin irritation. To keep your cat's skin clean and free of bacteria, wear rubber gloves for the purposes of dust inhalation and brushing.
D. If you find ticks, you'll be able to remove them before they can do further harm to your cat.. Recognize what healthy fur and skin look like.",3,2,0,1,11.70782867248274,0.14222542549998707,0.13866235860907566,46.32748004299492,2.2688827514648438
22,"Relationships: How to always win an argument. Lead with evidence and avoid emotion. The most effective way to win arguments is to build evidence-based cases. This shows that you're well-informed, prepared, and impartial.
A. If possible, you should put your strongest arguments in front of witnesses and others, leading them towards the truth of your case. Most arguments are presented in the presence of a jury.
B. Even the best assertions have the potential to sway a judge. You might try asserting with facts that affect other people.
C. If you make emotional arguments that are about what you believe or feel, your opponent will quickly be able to come out on top. If your argument is full of "" i "" statements, your opponent may ask why people should trust your opinion.
D. When a witness talks badly about something, prepare evidence to help your case. If you're asked about something that has happened in the past, you can be prepared to steer her towards the next topic of conversation.",2,2,1,0,13.324461871275666,0.13993458300001294,0.13899026398151854,45.731574125993575,2.3538894653320312
23,"Home and Garden: How to get rid of bagworms. Begin looking for bagworms during the winter or early spring. Bagworm egg sacks are brown and one and a half to two inches (3.8 to 5 cm) long. They are covered with dead needles, so they appear more noticeable in contrast to the green deciduous needles at this time.
A.  Bagworms can be found in open-wound bags, at natural supply stores or online. Bagworms like to live near ammonia, nitrite, and sulfuric sulphate because these chemicals help keep the worms from entering your system.
B.  Bagworm sacks can be very hard to find because they look like pine cones. Look through your pinecones to find variations that may be bagworms.
C. To check for bagworms, simply place your finger into the ear canal and listen for a very low-pitched humming sound. If you are using a bagworm egg sack, place the sharp end in the ear canal.
D. They are non-porous and create little spikes in the wool. However, during the winter they are much harder to get rid of because of the fact that they have a hard time survival with the shifting temperature (never having any sun).",1,2,0,1,14.575080852483273,0.14140913074993477,0.1394749567851095,66.1188662120012,3.026702880859375
24,"Food and Entertaining: How to make a super healthy breakfast burrito. Crack 2-3 eggs (for one person) into a bowl or large cup.. Whisk with fork or spoon until the yolk and the whites are all mixed together.. Leave it aside.
A.  Get out a medium pan and grease it with a healthy oil; use extra virgin olive oil if you can, or margarine (flaxseed margarine is great).. Leave the pan aside with the eggs.
B.  Microwave the rest of the cooking time on low or high heat while checking and stirring constantly until it turns stiff and absorbent.. Remove from heat when stiff, and return to the microwave.
C.  Add 1 cup of water (you can experiment with ways to make it more spicy), one slice of crusty bread (optional) and a pinch of salt and pepper if you wish.. Mash these ingredients together with a fork.
D.  Add 2 tablespoons of shredded coconut to the eggs (don't trust coconut! ).. Combine with low heat stove and skillet.",0,2,0,0,18.507199640186716,0.14245599324999603,0.13932926382933147,52.818297908999284,2.577667236328125
25,"Work World: How to find a recruiter online. Identify your career or job goals. Determine the industry, job type, position level and pay scale of your desired position.. Familiarize yourself with the different types of recruiters.
A.  Consider what different industries will have in common: shoe stores, attorneys and websites. An experienced recruiter could be found an attorney to say in every interview.
B.  For example, you may be a golfer in canada but feel you can apply for a different job in the world. If you support your local american society for the better, you may even be a mayor.
C.  Some recruiters are industry-specific and others focus only on filling executive or administrative positions. One type of recruiter may be devoted to finding only temporary personnel.
D.  Before setting up your own ad or writing ad in business, you'll want to familiarize yourself with the services of each and every industry. Construction, finance, marketing, and debt-to-game industries all take different roles.",2,2,1,1,19.66333001418009,0.13985056550006902,0.13949712184614468,45.895966861997294,2.2976837158203125
26,"Sports and Fitness: How to dig a volleyball. Study the opposing hitter (s). Watch him/her in warmups before the game even starts, if you can. Watch his/her hitting motion on spikes and take note of any tendencies that might give you a split-second advantage in knowing where a spike is headed.
A.  Run, rather than using your feet to propel yourself. Don't just grab onto your racket (or a bat if this is the case); try to swing your racket away from you and away from all the other players and potential defenders.
B.  Keep an eye out for "" tells. "" does he strongly favor spiking to his left? Does she exaggerate her backswing when faking a spike?. Watch the hitter's motion as you prepare to dig.
C. If you're a sniper, observe how the opposing players are moving, back foot straight, positioned toward the net. This is the most important thing to consider about the team here, if you get a chance to penetrate the nets-chances are, they'll hit and run.
D.  Determine how you can hook your ball into the opposite side of the net. Footwork is crucial in basketball so get creative! Sometimes you should grab your ball in one hand and your arm in another.",1,1,1,1,18.825509408090028,0.13907959549999305,0.13943841593518552,60.79371406600012,2.857177734375
27,"Finance and Business: How to buy building insurance. Hire a certified professional to evaluate the worth of your building. This person will take outside factors such as location and highway access into consideration when determining the value of your building.. Make an inventory of items inside the building that must be insured.
A.  For instance, the owner of an apartment building that supplies kitchen appliances and/or laundry facilities should have them insured against catastrophic loss. Add in floor coverings and light fixtures as well as any other amenity provided that could be destroyed by forces beyond your control.
B.  Both builders and developers must accurately calculate the value of the building in order to fully justify its creation.. Determine the total value of the building's construction.
C.  The claims adjuster needs to understand that building insurance requires an insurance policy to protect you from damages caused by your fence, electrical system, or other vulnerable sources of damage. The appraiser should be aware of the cost of applying for such coverage before committing to purchase insurance.
D.  These include electricity, painters and exterior paint, among other things. In the event that someone else takes this precaution, they'll need to protect the building from gases, such as the second shock.",0,0,1,0,17.7902867721863,0.14028386300003604,0.13927024260297466,56.68704322099893,2.7743682861328125
28,"Computers and Electronics: How to create a colonial group on roblox. Create your group. To create a group, you will need a rank of builder's club and 100 robux. You must think of an original country.
A.  Determine the first language of the group. According to robux, the first language of the group is portuguese.
B. The map should contain 5 to five countries (uk, middle eastern, east africa, northern regions of the western world) and 6 sub-states (south america, north america, australia, and the united states). Any other country in the game cannot be joined.
C. If you cannot think of a country yourself, check out a map! Some examples of what not to do are britain, spain and france. These are common countries that do not attract interest.
D. The game can only focus on a nation, and you cannot build more nations, in that country.. Choose which cities/towns you will build robux in.",2,2,1,0,12.363254167429936,0.13782546300012655,0.1389784980238733,47.10909868999806,2.5458450317382812
29,"Computers and Electronics: How to download google docs. Log into the google drive website. Use the google account that has access to the document you want to download. You can download documents that you've created, as well as any documents that have been shared with you.
A.  Right-click on the file and select "" download "" to save the file as a word document. The file will immediately convert and download in word format.
B. Click "" get started "" or "" sign up "" when prompted. The link to the website's main page will begin flashing once you've signed in.
C. However, you must always sign up with your google account first to see any available documentation.. Log in using the google login credentials provided on the primary site you're using.
D. If you use the chrome program, google docs will create all the documents you downloaded.. Click file and drag your documents into your drive.",0,0,1,1,12.725576604529644,0.14083848074983507,0.1390488253832387,47.005661601001066,2.2601776123046875
30,"Health: How to create a meal plan for swimmers. Determine resting metabolic rate. This is your daily calorie requirement without taking added activity into consideration. Up to 75 percent of calories burned in a day are burned due to normal activities, such as sitting and breathing.
A. The other 25 percent are available for extra physical activities. In order to ensure you have enough extra calories, you need to determine a few things first.
B. 15% of your calories come from sports.. Order a lightweight water filter filter for swimmers.
C.  Give yourself an adequate space to exercise. The amount of space you'll need to exercise is based on what types of forms of exercise you are used to.
D. Aim for somewhere between 70 and 80 percent of calories needed per day. You should aim for a range between 100 and 140 calories daily.",0,0,1,1,9.185745373057038,0.1386728205000054,0.13932019218404276,45.973073933997966,2.1902542114257812
31,"Education and Communications: How to calculate cbm. Measure the sides of the carton. You'll need to know the length, width, and height of the rectangular carton. Use a measuring stick to find all three distances and mark them down separately.
A.  For example, if the box contains rectangular cartons, you will find the length at the front. Alternatively, if you want the horizontal shipping containers, which are width-wise, you'll find the length of the border 2 times the length and height.
B.  If the measurements on each measuring stick are separated by a number of inches (usually by 8 inches or 1.3 cm), you'll have a divided measurement in inches. Even though the measurement will represent more of a negative proportion, cbm is calculated based on the actual length and width of any two measurements.
C.  Cbm is a measurement of volume, so you'll be using the standard volume formula for rectangular prisms. Example: calculate the cbm of a rectangular package with a length of 15 cm, a width of 10 cm, and a height of 8 cm.
D.  Measure the outside of the carton and mark each measurement down. It's a good idea to use a measuring stick to mark each measurement down, so you don't lose track of how far along the box is.",2,2,1,1,4.795383775220879,0.1377870882499792,0.13935134493284612,58.66065918999675,2.8259735107421875
32,"Education and Communications: How to write an essay efficiently. Minimize distractions. To stay focused on your essay, make sure you reduce any distractions around you. Turn off your phone and your wifi connection, if you don't need the internet for essay research.
A. Close the door to your room or choose a quiet spot in the library to write. Having less distractions will ensure you get the essay done efficiently and effectively.
B. If you have enough time to write, don't watch television or any other electronic devices at all. If you think you'll have trouble refocusing on the topic, try keeping a notebook or book on hand or at your desk at all times.
C. Other people can bother you, and it's easy to take it out on your friends or your neighbors, especially as you're making your paper. Since distractions can come out of nowhere, stay away.
D. Remove anything that reminds you of the subject or topic being covered in your essay. That includes notes, pens, ink and other distractions.",0,0,1,1,6.820892789446369,0.13940117574998112,0.1388423543342912,48.735901656998976,2.5203628540039062
33,"Computers and Electronics: How to write and use nfc tags. Get a tag. To write an nfc tag, you need one that is empty, or a re-writable one that is no longer needed.. Get the app.
A.  See the things you'll need for this game. Also get a basic montameter, lightning bolt, mob sword, deputy, and a pipework.
B.  There are a number of free apps that can write nfc tags on google play. A few are: trigger, nfc tools, and nfc tagwriter by nxp.
C.  First, you want to get a game app from hp. You can't get these until you create an app on your ios device.
D.  Click on the nfc app, and you will find a menu with multiple promotions. Once there, click the option "" on with my data, "" which will bring up a view of the app.",1,1,1,1,11.030892907167681,0.13977473575005206,0.1392626984110298,45.95873862499593,2.290008544921875
34,"Pets and Animals: How to build your own fishing pond. Set up a space. Designate a certain part of your yard for it. This area should be large enough so that the fish can roam, but small enough so that it stays on your land (unless the neighbors are okay with it).
A.  Place a fish fountain in the area. Ensure that the fountain dries out before going to your area.
B. Put a power pole in the space in which the pond was set up. Place the hook at the right place, above the water line.
C.  Set up a space where you can easily move the fish, but not so large that it forms an obstacle to your fish as they swim around. Set up a gravel bed if the area you choose isn't safe.
D.  See if the dirt is suitable by making a small hole and pouring some water in it. The longer it takes for the water to be sucked up, the better.",3,3,1,0,8.606596309292533,0.1401959804999251,0.13910368343407914,51.19452469200451,2.5865936279296875
35,"Health: How to keep the nose moist to prevent nosebleeds. Use a humidifier. You can use either a cool water humidifier or a vaporizer. When the air is very dry, any increase in humidity will help prevent a nosebleed.
A. Humidifiers tend to dehumidify more easily than a vaporizer, because they have low drying cycles. If you want the environment to become more dry, consider using a mist humidifier.
B. A combination humidifier is ideal for cold weather. Dry air can often interrupt the healing process and cause nosebleeds.
C. Moistening the air at night will also make it easier to breathe and to sleep. If you don't have a commercial humidifier, you can make one by putting a pot of water on the radiator/heating in the winter.
D. Put the humidifier on for half an hour or two a day until the nosebleed subsides. Make sure that the humidifier is not connected to any heat sources.",2,2,1,0,6.079714049495855,0.13783109550001882,0.1390870412893911,49.09270179199757,2.4262771606445312
36,"Food and Entertaining: How to make pink trash popcorn. Microwave the popcorn. Follow the directions listed on your microwaveable popcorn bag. Be sure to listen to the crackles.
A. If you are using an electric microwave, pause for a minute or so as the popcorn is cooking. You need enough to fill your bowl to about 2/3 of the way full.
B. They will be audible before you put the lid on and mix the popcorn. Microwave the popcorn in the microwave for about two minutes, until the popcorn flakes and the salt reaches the proper temperature.
C.  Place the popcorn in a microwave-safe dish. Make sure that the popcorn is tightly covered with plastic wrap.
D. Continuing to heat the bag when there is no noise, will result in burnt popcorn.. Pour the bag in a large bowl.",3,2,0,0,11.543984968200638,0.13996787825010415,0.13958587719477525,37.82930072400541,1.9666595458984375
