item_index,prompt,gold_index,predicted_index,correct,correct_raw,perplexity,ttft_sec,tbt_sec,total_latency_sec,peak_memory_mb
12,"Smoking a cigarette: A man and a woman stand on a street talking on front a window. A person
A. exits a building and enters a gym.
B. passes on front the man and the woman.
C. water ski from a lake.
D. sitting down here carving a pumpkin and knitting at the same time.",1,1,1,1,16.77396947342844,0.15335898400007864,0.1519516361333596,18.847632272003466,2.3870468139648438
13,"Playing drums: Using his foot for the base and drumming on the snare like a natural. A woman is on a piano playing along with the child. They
A. continue playing the drums and playing the music.
B. have a small audience sitting and watching them perform.
C. continue to play the drum better and play till there's no longer a fist drumming loudly in the background.
D. are both playing and singing along very intently while they're playing for joy.",1,1,1,1,10.635977300177842,0.15040053025006728,0.15185573017837964,28.694912204000502,3.157623291015625
14,"Trimming branches or hedges: He climbed the blue-green ladder to trim the top of the hedge, he moved the ladder to do the middle top of the hedge. The man
A. climbed the ladder to get in the ladder and climber up the ladder.
B. put the lawn mower down and walk as far as the ladder, he pushed the lawn mower against the ladder he was standing on.
C. trimmed the round low bush, used the ladder to trim the top of the round hedge.
D. worked up as fast as he could till he made it over that part right above the top of the hedge.",2,1,0,0,15.60269053682085,0.15459991425007047,0.15190434199095712,34.18925923700181,3.4286651611328125
15,"Getting a haircut: There is a young man dressed in a black shirt going round in circles to show his hair from the front and back. Then he
A. fall off the chair and lands on his face and there are various things on the table next to him immediately he falls off the table onto his back but continues to be riding around doing circular motions on his butts.
B. takes a spray bottle and sprays his hair with water and combs it.
C. gets behind a large red ball and sits and the lights go up and he begins drinking from it as if he just won a jackpot.
D. sits down on the ground and starts to roll over, with his hands on his hips as he bounces up and down.",1,1,1,1,5.232889429875283,0.15049338299991177,0.15224383076211592,35.16132311499996,3.8402786254882812
16,"Getting a haircut: He then takes a razor and begins shaving the sides and the back of his head. He takes a pair of scissors and starts trimming the top part of hair. He
A. uses a black comb and scissors to point cut his hair.
B. clips the tails to give it a good shape.
C. starts with the back of his head that is now shaved.
D. combs all sections of his hair and finishes shaving around his crotch area.",0,2,0,0,14.935926072296603,0.15129090549987723,0.1519772545876085,30.088751011995555,3.0656356811523438
17,"Getting a haircut: He then combs the hair to style it. He runs his fingers through the hair to finish off the look. He
A. then cuts the hair off and takes it to the drier.
B. grabs his ruler and enjoys a final look before exiting the room with his hair combed.
C. rotates around to show his hairstyle from all angles.
D. then leaves the salon with his hair together.",2,2,1,0,16.453414539417967,0.15265721249988928,0.1516584415506178,24.57266261499717,2.8032608032226562
18,"Playing pool: There's a woman dressed in black playing billiards in front of some spectators. After she
A. knocks down 6 pins, a person comes and jack by.
B. finishes her game, she begins knocking down fifty and counts it.
C. 's done rolling the ball, she puts on a red shirt and grabs her purple racquet.
D. 's done another lady takes her turn and hits a few shots.",3,3,1,1,26.780256891087618,0.15292925999995077,0.15205023842859516,21.898750420003125,2.6195526123046875
19,"Drum corps: The marching bands are in positioned in the field. Then the band started to play their instruments. The ladies with flags
A. were playing the drums.
B. moved their flags up and down and rotate them as the band plays.
C. came to the camp site and started to help the mother and sisters clean the back of the bike.
D. on their backs walked on front the marching band.",1,1,1,0,8.060434130166833,0.15072563825003726,0.15127691275163407,23.748270204000164,2.84619140625
20,"Decorating the Christmas tree: A man and a woman decorate a christmas tree from decorations around the room in sped-up video. A dog
A. comes and takes a cookie out of a bowl as well as food in the cookie cutter.
B. is now sitting in an armchair in front of a christmas tree as the woman continues decorating the tree using a red plastic tree and adorning the tree.
C. does an electric cart ride in slow motion underneath the christmas tree.
D. walks through the camera frame.",3,3,1,1,13.577528436518474,0.15414721225010908,0.15186471787210606,26.737320323002677,3.28851318359375
21,"Blow-drying hair: An introduction comes onto the screen showing a girl who will demonstrate how she blow dries her hair. She
A. puts some mousse into her hand and proceeds to work it through her hair.
B. begins by applying a lot of powder to her hands and water while talking.
C. starts by changing into several outfits as she demonstrates the process with her hair and then she cuts her hair and adds some blow-drying product to the product.
D. begins by taking the gel out of her hair and pouring it onto her fingers.",0,0,1,1,4.4337949602581315,0.15161579525010893,0.15169002824724814,28.2140483219996,3.2674713134765625
22,"Preparing pasta: The final product and credits are shown. Ingredients
A. for a "" shelf of coors, full pain berry "" liqueur case are displayed.
B. are mixed and sauteed.
C. are poured out onto a table for mixing.
D. are shown on a silver tray.",1,2,0,1,12.840807833663451,0.15011787800006005,0.1513357110117795,13.464006948001497,2.2166671752929688
23,"Removing curlers: An ad for vidal sassoon appears. We then see their curling iron and hot roller set. A demonstration
A. of the braking techniques of hitler's first razor.
B. shows how to plan with the round rollers, an which is demonstrated slowly.
C. , they again add iron to hot roller.
D. is shown for how to set and use the hot rollers and iron on a woman's hair.",3,3,1,1,7.268078796840274,0.1507236322498784,0.15205547437342462,24.627659480000602,2.8179931640625
24,"Shaving legs: A group of guy friends are in the bathroom talking and having fun daring on of the boys to shave his leg. The camera
A. zooms in on the desk and the reporter takes a close up of the laptop in the end.
B. is taken down to the edge of the mans head and the boys move around their right selves kit his leg.
C. pans over to the boy's leg showing one of his friends shaving the hair off his leg with an electric razor.
D. continues to zoom in on the boy who has no leg to shave, he continues shaving his leg.",2,2,1,1,5.398086992457805,0.15522151800007578,0.1518118387157255,30.527818298998227,3.0274200439453125
25,"Camel ride: People ride camels through the desert. A person carrying a camera or luggage walks with one of the groups. The first camel group
A. stops and grooms the other group.
B. arrives to an airport.
C. plays on a drum set with other camels.
D. begins walking back to the camera.",3,3,1,0,30.44570086997757,0.15134289150012137,0.15114649120549337,22.672759282002517,2.575927734375
26,"Chopping wood: A man is chopping wood in a snowy yard. There is a pile of snow behind him. The log
A. melts onto the ground.
B. is now held in the other hand as he chops it down.
C. is being chopped down.
D. split in two with one strike.",3,2,0,0,44.796051724224256,0.15029375699998582,0.15132815351584905,19.668522370996925,2.506011962890625
27,"Trimming branches or hedges: A man, in a field of dirt and fruit crops with bare branches from the winter, begins to prune dead branches from the fruit plants with a pruning tool and a hatchet. An image of the plants in fruit bearing months
A. ago in a a tenticing bowl appears, along with a title screen.
B. appears before returning to the man in the field pruning the dead branches.
C. ago is shown for the closing recording sequence.
D. list and derailations follow.",1,1,1,1,14.402513447419565,0.1503911769999604,0.1520168906224836,38.45377047299826,3.6740798950195312
28,"Zumba: A large group of people are seen walking on a stage with a man speaking to the crowd and leads into the group dancing with one another. The people
A. tap their fingers together and hold hands with one another as well as walking around in the end.
B. continue dancing together as the camera captures them from several angles.
C. are seen performing jump rope tricks while dancing with one another and ends with more dancing.
D. spin around the stage while the man leads into them dancing with one another and ends with a girl jumping off the stage.",1,1,1,1,11.766585578852354,0.15335060124994015,0.15177192366001463,30.967787137002688,3.2165069580078125
29,"Arm wrestling: There are a series of elbow wrestling events shown in the video where one man is more forceful than the other and ends up winning the wrestling game. There are some over dramatized scenes where people are elbow wrestling and over reacting to the game. There
A. 's also some animation about people opposing the other team and just using their hands to fight.
B. are runners celebrating while another man is interviewed and one coach is interviewed and then looks to the camera about.
C. 's also some shirtless and shoulder wrestling in the video that results in one man getting handfasted and being crowned the loser.
D. are also some referees seen acting as moderators in the elbow wrestling match.",3,3,1,1,15.847981943210582,0.15188434874994527,0.15191909199316989,45.11983134899856,4.138771057128906
30,"Spinning: An intro leads into a woman talking to a class sitting on bicycles and beginning to ride. She
A. leads the class in a bicycle riding class and inspires her students to peddle hard like this.
B. then pulls out a device and demonstrates how to properly ride on the handlebars by brushing back and forth across the handlebars.
C. continues riding around the city with a harness to show how her body works.
D. speaks to the class, then shows them a harness and helmet.",0,1,0,0,28.321047146385993,0.15068843699998524,0.1518425065448897,24.290184769002735,2.8488082885742188
31,"Playing saxophone: The man looks around then he is playing his saxophone. A website a person the screen in the lower left corner
A. gives a name and justin van ilbert's website then a woman wearing a purple sweater does another picture on the screen, then the woman in the green sweater then a video of another man is shown completing a show.
B. and the screen fades.
C. of the screen tells viewers how to use the internet that has an internet connection.
D. appears and the buzz starts.",1,2,0,1,41.103326621489764,0.1506237544999749,0.15169968824570917,27.149940460999005,3.771697998046875
32,"Capoeira: The first man leaves and another man jumps in. The two men finish and shake hands and hug. Both men
A. leave and a man is seen cutting the grass in a field.
B. get off the bull.
C. back out of the ring and a new man enters.
D. take off for the finish line holding bungee jumps and measuring out the distance.",2,2,1,0,5.706379577453293,0.1505999667499509,0.15106276148630718,22.657563044000653,2.6965179443359375
33,"Blowing leaves: A little girl is blowing leaves in fall outside of a house. She pauses for a moment to get a better grasp of the leaf blower. She
A. begins to violently blow the leaves in the yard.
B. walks by a little boy and continues to blow the leaves.
C. takes a small piece of wood and begins to blow the leaves with it.
D. focuses on what she is doing and effects come in from the log and the wind blowing the leaves around.",1,2,0,0,11.655806123207439,0.15130414924999513,0.15283480973684355,29.643830447000255,3.1687698364257812
34,"Ping-pong: There are several spectators seated in the stadium. They continue playing a rally for some time. The player in the red shirt
A. joins in and stops the player in the red shirt.
B. again pulls the puck down the ice.
C. misses the ball and gives his opponent a winning point.
D. starts to talk to the camera as the man in pink starts walking toward the green goal.",2,2,1,1,7.131747433820509,0.15058106924993808,0.15160884282693715,24.253303758001948,2.8017578125
35,"Long jump: The men are jumped one by one on the sandy ground while a man and woman are holding a rake and smoothen the ground. Two people
A. are holding a tape measure and measure the jump.
B. sneak along the yard in a cased formation, lob the rake and turn in to walk on the grass at the same time.
C. wearing helmets are holding skis and meet on the sandy ground and the men begin to kiss.
D. are raking the grass near a flat area.",0,0,1,1,4.4459781669452605,0.1527413362500738,0.15144775725394014,29.23459146599498,3.2574844360351562
36,"Mowing the lawn: A person is seen pushing a lawn mower all around a yard while moving around in fast motion. The person
A. chases around the yard around with the mower and ends with a mark on the lawn.
B. continues moving around to cut the grass and the camera captures his movements.
C. pulls up the lawn mower around while continuing to push the machine around.
D. covers all the bases on the lawn and continues mowing while the camera s moves their movements around.",1,1,1,1,13.185766876835748,0.1503426012499176,0.15146443840960974,25.74446718099489,2.8167724609375
37,"Blowing leaves: A hand is shown flipping a switch. A the hose of a leaf blower is shown. The hose
A. of a vacuum is run through a drain.
B. of an indoor washer is blowing leaves with a hand.
C. spins clockwise.
D. begins forcefully blowing leaves away from the camera.",3,3,1,0,16.56641441537252,0.15060923649991764,0.15166077538281897,20.0150161950005,2.4358901977539062
38,"Tango: A woman speaks to the camera while holding a card. A couple appears on a professional stage under a spotlight and performs a dance routine. The pair
A. finishes their routine, he kisses her hand and the audience applauds.
B. continuously spin and twirl as the crowd claps and cheers, and then leads into several clips of the couple while the crowd claps again.
C. spins and flip around and break dance on the stage.
D. continue moving their hands and legs around while narrow smiles flash in the camera.",0,0,1,1,7.414457842750159,0.15208243050005876,0.1514993172538876,29.847697952000544,3.3830032348632812
39,"Spinning: A man talks in front of an office building. The man enters the building and walks up the staircase. The man enters the gym room. People
A. are gathered around, waiting.
B. are sitting around a table in the gym.
C. practices goals for the game of polo.
D. ride on stationary bikes and watch a television in the gym.",3,1,0,0,9.391612042286598,0.15103906849992654,0.15152912147798203,24.69728658899885,2.7284774780273438
40,"Playing beach volleyball: A group of men are playing volleyball on the beach, 3 on one side, and 2 on the other side. One team attempts to serve and it crashes into the net. The other (shorthanded) team
A. sends its own serve, a simple lob, but the opposing team knock their return out of bounds.
B. attempts to serve but the ball falls to the ground as their racket drops.
C. attempts to hold their position and it crashes and falls.
D. tries to serve and they're pulled to the left as they try to serve also, the goalie tips.",0,1,0,0,20.816465080569333,0.1506991735000156,0.1520743475984702,39.99005272200384,3.7155075073242188
41,"Shaving: A man is cutting his beard with scissors. He uses a shaver to shave off the beard. He
A. also uses an item that travels with him on the shaver.
B. collects the hair in the sink.
C. sets the shaver down, and pulls the beard free.
D. adds a bird.",1,1,1,1,10.984393513706626,0.15422122500024216,0.15175370414062073,20.04135903000042,2.4497222900390625
42,"Waterskiing: On a river outside the boys are walking down the street as cars pass by. There
A. are many large waves the kids are in as a small child look to the sky to see if they are being lifted by a whale or a hurricane.
B. are children riding tubes and they pass another river before the turn.
C. are many people out doing many different activities on the water.
D. is also a river on the side of the road and it gently bathing the back of a man's head.",2,2,1,1,9.316292808326342,0.1508372842498602,0.15149874672050778,24.994647359001192,3.0436782836914062
43,"Playing lacrosse: The man in orange demonstrates passing the lacrosse ball against the wall. The man in orange talks to the camera again. Both men
A. demonstrate passing the lacrosse ball against the wall.
B. continue to demonstrate dribbling carefully.
C. watch as a group of men begin to play lacrosse.
D. move very close to the opposite wall.",0,0,1,1,2.247540177227246,0.15023854200001097,0.15133605116337695,23.755369995996716,2.6597366333007812
44,"Skiing: Someone is shown driving down a snowy street in the ukraine. Several skiers
A. are seen riding down a hill on inflated tires.
B. are then shown driving vehicles down the same roads.
C. are skiing down the slopes on the side of a mountain.
D. are doing various activities, such as scuba diving, snowboarding, and getting ready for their run.",2,2,1,1,5.03625263138966,0.150967526750037,0.15182306882169463,20.189045984998756,2.6426010131835938
45,"Shaving: Another male model also has his entire face lathered with shaving gel. He is also shaving his face with a blue razor. He
A. puts on another mask and combs his hair with a pink hair dryer.
B. then shaves his facial hair with a vaseline smooth face shave.
C. shaves his cheeks and mustache area.
D. proceeds to shave his shoulder and also his chin.",2,2,1,1,8.527805803301257,0.1512805792499421,0.15184864534146583,25.508300153000164,2.7695465087890625
46,"Chopping wood: A man is standing in a field holding an ax. The man lifts the ax above his head. The man
A. lifts the ax over his head.
B. lays down a blanket and puts put a box on top of it.
C. then chops a large tree branch off of the ground.
D. splits a log of wood on a stump.",3,0,0,0,10.184342886691027,0.15044688699981634,0.15163381705673898,21.98215575299946,2.5822982788085938
47,"Bullfighting: The fight continues with the rest of the wildebeest herd looking on. The fight continues on as one wildabeast pushes the other away from the herd near a river. One wildebeest
A. gives up and runs off as the other wildebeest chases.
B. is knocked off his horse and another pushes the second one off.
C. gets attacked by another one and is carried away by the herd.
D. crouches down and gets in the way as two others attempt to take her back.",0,0,1,1,4.798379495696252,0.15071942449992548,0.15195612877824186,36.920392475999506,3.5117263793945312
48,"Throwing darts: A man in a black vest is standing in a room. He throws darts at a dart board on the wall. A woman
A. stands next to him watching.
B. puts her arm down.
C. comes onto the screen and starts talking into a microphone.
D. puts darts on a board on the ground.",0,0,1,1,5.181417393199253,0.15134478950005814,0.15198689744078378,23.707387568999366,2.6596908569335938
49,"Throwing darts: A man in a black vest is standing in a room. He throws darts at a dart board on the wall. A woman stands next to him watching. A man
A. is sitting on a stool at a dart board.
B. kneels next to a dart board.
C. starts throwing darts into a dart board.
D. walks up and pulls the dart out of the board.",3,2,0,0,6.6461724843271845,0.15262580649994106,0.1523142856894442,29.55021750699416,2.9647064208984375
50,"Drinking beer: One of the men is using a controller to make the arm pick up a bottle. The arm brings the bottle to the man's face, so he can take a drink. Then the robot
A. arrives and grabs the bottle and the person makes the arm grab.
B. removes the bottle and drinks.
C. has to take it away again.
D. returns the bottle to the table.",3,3,1,1,2.689907580812846,0.15184042425005373,0.15232211281220212,30.614817921004033,3.1528701782226562
51,"Making a cake: The view then changes back to a front view and the man moves the kitchen aid to the side and grabs from the counter behind them, a baked cake and a plate with a slice of cake on it. The outro
A. includes a picture of the man and woman standing together, their names, the name of the cake they made, their address and the news station that aired it.
B. screen appears and it includes 24 words on it that read "" best cake in the world, it was a special present from my wife-november 2014 "".
C. is then seen with a logo on it, subscribe to a website, or postcard for a 2014 dating lesson, and sink in a deep blue ocean.
D. screen appears and there's a yellow triangle on the screen with a graphic after it that numbers a one and a one.",0,0,1,1,11.021023558485023,0.15228341375018317,0.15198450577850423,47.26837692900153,4.161705017089844
52,"Welding: A man is working over the back of a trailer. He
A. has an empty trailer that he lays down while he's doing it.
B. puts a hose down and finishes installing the tires.
C. uses a leaf blower to move the leaves around.
D. is welding the metal between two pieces of wood.",3,3,1,1,7.66064888189668,0.15050413924984696,0.1514955028476141,16.509044355998867,2.2022552490234375
53,"Playing pool: A man walks into frame and speaks to people all around a bar. People are seen eating and playing pool while others interact on the side. People
A. continue playing around with one another as well as speaking to the camera.
B. continue socializing with one another while people still play pool and eat.
C. continue to watch the man speak to the people around him while he continues to demonstrate how to play pool.
D. are seen playing pool continuously and injuring one another.",1,2,0,0,12.050111562602039,0.15065825199997107,0.15162900453553022,28.35074083800191,3.072021484375
54,"Tai chi: An introduction comes onto the screen for a trailer about a martial arts movie. The trailer is then played showing several martial arts battles and other captions on the screen. The video
A. ends with an item being shown on the screen briefly.
B. ends with the closing captions and graphics shown on the screen.
C. returns to the crowd clapping.
D. ends with the closing credits shown at the end.",1,1,1,0,10.129966392475373,0.1509380297500229,0.15123407955435714,28.430822757001806,2.9192581176757812
55,"Cleaning sink: A woman sprays a bottle of solution. She
A. then removes a butterfly near her neck.
B. then scrubs the sides of a sink.
C. inserts an earring into her ears.
D. pours it in a bowl, and juggles it.",1,1,1,1,5.1425057917228205,0.15250553374994524,0.15171322635716306,13.353933149001477,1.9765090942382812
56,"Scuba diving: A man is scuba diving under the ocean water. He is exploring the bottom of the sea, showing off tips for how to swim. He
A. quickly wades into the water, waving his arms above.
B. gives an ok sign to the camera as he moves along.
C. runs into a shark and its eat the man.
D. comes across gopots and fishes.",1,1,1,1,13.587864545122459,0.1556895574999544,0.1523098477235528,26.515432343003795,2.7714767456054688
57,"Painting furniture: A woman in a green apron sits on a kitchen floor next to black cabinets and talks to the camera. The woman produces a can of white wax like substance and then produces a circular brush. The woman
A. then uses the brush over tatts with an electric machine.
B. then folds wet paper towel and create a shower area, wet the paper towel, spread pink stuff onto the paper towel, and then decorates with a paper towel.
C. pours the liquid into a white plastic pan and begins scraping the residue off onto the floor.
D. begins applying the white wax like substance to the cabinets she is sitting next to and then blots them with a piece of fabric, after which, she begins talking to the camera again.",3,3,1,0,6.761954579447136,0.15085731674992076,0.15144450848915963,42.402113610007746,4.205482482910156
58,"Playing congas: A small baby is shown inside a bedroom. She
A. is banging on two large drums in front of her.
B. is pushing a vacuum cleaner in an empty room.
C. plays that video game as the woman wipe her eyes.
D. bounces her dad on her lap as he shows her how to clip her toenails.",0,0,1,1,8.59024828817931,0.15231352625016825,0.1516689303627091,16.079485001997,2.278167724609375
59,"Futsal: Man in the green grassy futball field start doing tricks with the foot and the ball showing how to do it. The man
A. flick the ball up and and play the ball in the air.
B. started with a little backward swing and he take off doing it a bit bit and sticking his legs on it.
C. then bend down and pretend to kick the ball as he walks and make a fist then jumps up and twirls with the ball, raises his feet up and then lets go.
D. stand still with the racket into a horizontal position in the air and then punches the grass with the racket while the referee holds his hand for the signal.",0,3,0,1,14.091245052862472,0.15073427175002507,0.15232213282949325,33.656839911000134,3.5923843383789062
60,"Hitting a pinata: A woman helps a small child to hold a blue rod, while other individuals walk around in the background. The small child
A. uses the blue rod to start playing hopscotch on a blue mat.
B. hits a pinata with the rod repeatedly.
C. pushes a blue boat into the water.
D. hold the blue rod of solution, while two adults put water in a metal bucket with blue hoses.",1,1,1,1,5.953502478931722,0.1510097942499442,0.1530556844107228,26.317394158001207,2.9619979858398438
61,"Clipping cat claws: A woman is talking while seated on a couch. She
A. begins to play the piano.
B. takes some curling iron and begins to iron a shirt.
C. is holding a bottle and a bowl of milk, then she begins cutting pieces from a large loaf of bread and sitting it on the table.
D. is holding a cat in her lap.",3,3,1,1,1.7780657810891534,0.15191689500011307,0.15194425335088804,17.92931246200169,2.7481918334960938
62,"Walking the dog: The woman is petting her dog, and the dog licked her face. The woman is playing with her dog. The woman
A. holds the dog's hand and frites through his hair.
B. is talking to the man next to her.
C. walked with her black dog and then pet him.
D. lick the dog, rubbing his fur.",2,1,0,0,23.963802523382302,0.1529000747500504,0.15255968776823134,23.648113152003134,2.620819091796875
63,"Doing fencing: Two men are jousting inside a gym. They aim their swords at one another. They
A. jump back and forth trying to make contact.
B. begin wrestling as they dodge each other's swords.
C. begin fighting, throwing punches and kicking each other.
D. suddenly stop and take their swords off.",0,2,0,1,7.278228202654322,0.15074894549991313,0.1519146773801645,18.98467174499956,2.2817153930664062
64,"Playing piano: A young lady plays a white piano on front people that applaud her. A woman cries hearing the young woman play the piano. After
A. , the young lady chug a glass of water while smoking a cigarette and the camera man to observe her practicing.
B. , the young woman ends her performance and people applauds.
C. , the young lady takes two damage fingers and touches them, then she releases the pain at a soccer ball.
D. her game is done, the girl gives a bow to the camera after the video ends.",1,1,1,1,15.454880240562273,0.1527298192499984,0.15174712883958455,28.987632370002302,3.0420303344726562
65,"Doing a powerbomb: A man is standing there with a woman bending over in front of him. He
A. begins to push her on the slide.
B. begins playing the harmonica as the woman is playing her acoustic guitar.
C. bends down and lifts her up to his face, flipping her around.
D. then pulls her blonde hair and puts two rollers in her hair.",2,2,1,0,11.883405692036414,0.15027610000004188,0.15189467435657067,20.195517391997782,2.3936767578125
66,"Mixing drinks: A man is talking from behind a bar. He pours ice into a glass, then adds different liquors. He
A. begins counting down on a paper.
B. then demonstrates how to make liquors to a glass, and then pours ice into another glass.
C. prepares the drink, ready to serve.
D. serves the drink, then pours the liquors into a glass.",2,3,0,1,11.349515317973081,0.15108542250004575,0.15191816285433132,23.543984281004214,2.81292724609375
67,"Making a cake: The person uses the paint brush to apply the mixture to the white, cake fish laying on the paper. The person
A. scrape the white white fish on the paper with the brush to create a sauce.
B. adds powder and additional water to a small, plastic container.
C. adds the mixture to the wrapped sauce and rolls it up in the paper and smiles as the finished product.
D. starts painting the top of the curtain.",1,1,1,0,24.881766084508605,0.15628773100013404,0.15245085919878532,25.16973925500497,2.8924179077148438
68,"Playing saxophone: Several people are holding lights in a dark arena. A man
A. walks into the ring and lights his hands on fire.
B. holds an ax over his shoulder.
C. is shown on the stage, playing a saxophone.
D. walks runs on the track and jumps onto a pole.",2,2,1,1,4.956831898938901,0.15013467550011228,0.15124182848001966,15.724721550002414,2.08416748046875
69,"Putting on makeup: A young girl is seen holding up makeup and smiling to the camera. The girl
A. then paints another girl's lashes and begins placing clips and colors into it.
B. looks into the camera while still playing with makeup.
C. uses false eyelashes to show how she looks then moves her hair away from the camera.
D. then begins shaving her face and blow drying her hair.",1,1,1,1,15.687502923924887,0.15354633950005336,0.15164301843076197,20.32777775399927,2.5034866333007812
70,"Playing squash: Two men stand on a racquetball court. The two men begin playing racquetball. A score is made and the players stop playing. The players
A. then finish in a handstand pose.
B. get off the racquet and cheer.
C. begin rowing and returning with goals.
D. resume playing until the next score is made.",3,3,1,1,6.155917026296959,0.1513821627499965,0.15175485965454838,25.645080494000467,2.6841964721679688
71,"Decorating the Christmas tree: A title screen with white and red letters in front of a mesh background appears followed by a black screen with white letters explaining what the video is about. The video
A. takes place inside a gym as treatment for pain.
B. shows various video clips from young man's life and the man even on the soccer field on a sunny day in his backyard, where four other asian men are playing soccer on a basketball field.
C. shows a sped up time of a family decorating a christmas tree in a living room as the mount is placed and the tree is then decorated with lights and ornaments as some of the family members show off and pose for the camera.
D. continues to play for the entire game until the camera stops with the same view through the mesh screen.",2,2,1,0,11.43070652219832,0.15154639699994732,0.15190418077776366,40.253176770996106,4.222541809082031
72,"Playing rubik cube: This man is show solving the rubics cube while there's a timer to time how long it takes. First someone
A. touches the key to complete the rubbot cube and shows the rate of time that the both of them do that to solve it.
B. washes their hands using a towel wiping their hands clean.
C. says something and then he starts twisting sides of the cube to match the colors together.
D. gets the cube out of the cube, and then a girl appears, grabs the cube and begins solving correctly.",2,2,1,0,11.861541853588117,0.15014230025008146,0.15042329609729702,28.428878979000274,3.1373519897460938
