question_index,full_prompt,prefill_tokens,generated_output,generated_tokens,gold_answer,predicted_answer,correct,f1,perplexity,ttft_sec,tbt_sec,total_latency_sec,peak_memory_mb
10,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In 2001, she became the first African-American woman and second woman songwriter to win the Pop Songwriter of the Year award at the American Society of Composers, Authors, and Publishers Pop Music Awards. Beyoncé was the third woman to have writing credits on three number one songs (""Irreplaceable"", ""Grillz"" and ""Check on It"") in the same year, after Carole King in 1971 and Mariah Carey in 1991. She is tied with American songwriter Diane Warren at third with nine songwriting credits on number-one singles. (The latter wrote her 9/11-motivated song ""I Was Here"" for 4.) In May 2011, Billboard magazine listed Beyoncé at number 17 on their list of the ""Top 20 Hot 100 Songwriters"", for having co-written eight singles that hit number one on the Billboard Hot 100 chart. She was one of only three women on that list.
Question: Beyoncé was one of how many women on Billboard magazine's 2011 ""Top 20 Hot 100 Songwriters"" list.
Answer:",260, three,1,three,three,1,1.0,4.57735637662368,0.03422599099985746,0.067498520999834,0.10172451199969146,32.5
11,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Beyoncé has received praise for her stage presence and voice during live performances. Jarett Wieselman of the New York Post placed her at number one on her list of the Five Best Singer/Dancers. According to Barbara Ellen of The Guardian Beyoncé is the most in-charge female artist she's seen onstage, while Alice Jones of The Independent wrote she ""takes her role as entertainer so seriously she's almost too good."" The ex-President of Def Jam L.A. Reid has described Beyoncé as the greatest entertainer alive. Jim Farber of the Daily News and Stephanie Classen of Star Phoenix both praised her strong voice and her stage presence.
Question: Which former president of Def Jam called Beyonce the greatest entertainer alive?
Answer:",183, L,1,L.A. Reid,L,0,0.6666666666666666,1.808028985636816,0.02580194499978461,0.0680862510002953,0.09388819600007992,22.875
12,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In September 2010, Beyoncé made her runway modelling debut at Tom Ford's Spring/Summer 2011 fashion show. She was named ""World's Most Beautiful Woman"" by People and the ""Hottest Female Singer of All Time"" by Complex in 2012. In January 2013, GQ placed her on its cover, featuring her atop its ""100 Sexiest Women of the 21st Century"" list. VH1 listed her at number 1 on its 100 Sexiest Artists list. Several wax figures of Beyoncé are found at Madame Tussauds Wax Museums in major cities around the world, including New York, Washington, D.C., Amsterdam, Bangkok, Hollywood and Sydney.
Question: in September 2010, what career area did Beyonce start exploring?
Answer:",198, modelling,1,modelling,modelling,1,1.0,6.728125735125901,0.02602706500010754,0.06821707099970808,0.09424413599981563,24.75
13,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In The New Yorker music critic Jody Rosen described Beyoncé as ""the most important and compelling popular musician of the twenty-first century..... the result, the logical end point, of a century-plus of pop."" When The Guardian named her Artist of the Decade, Llewyn-Smith wrote, ""Why Beyoncé? [...] Because she made not one but two of the decade's greatest singles, with Crazy in Love and Single Ladies (Put a Ring on It), not to mention her hits with Destiny's Child; and this was the decade when singles – particularly R&B singles – regained their status as pop's favourite medium. [...] [She] and not any superannuated rock star was arguably the greatest live performer of the past 10 years."" In 2013, Beyoncé made the Time 100 list, Baz Luhrmann writing ""no one has that voice, no one moves the way she moves, no one can hold an audience the way she does... When Beyoncé does an album, when Beyoncé sings a song, when Beyoncé does anything, it's an event, and it's broadly influential. Right now, she is the heir-apparent diva of the USA — the reigning national voice."" In 2014, Beyoncé was listed again on the Time 100 and also featured on the cover of the issue.
Question: What did the Guardian name her?
Answer:",314, Artist of the Year,4,Artist of the Decade,Artist of the Year,0,0.6666666666666666,1.889456113976634,0.03593404899993402,0.06807269050000286,0.3082248109999455,39.25
14,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The release of a video-game Starpower: Beyoncé was cancelled after Beyoncé pulled out of a $100 million with GateFive who alleged the cancellation meant the sacking of 70 staff and millions of pounds lost in development. It was settled out of court by her lawyers in June 2013 who said that they had cancelled because GateFive had lost its financial backers. Beyoncé also has had deals with American Express, Nintendo DS and L'Oréal since the age of 18.
Question: What was the name of the video game?
Answer:",144, Star Star Star Star Star Star Star Star Star Star Star Star Star STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR,48,Starpower: Beyoncé,Star Star Star Star Star Star Star Star Star Star Star Star Star STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR STAR,0,0.0,1.2873569549227282,0.04184302599969669,0.06785038470212733,3.230811106999681,18.0
15,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Beyoncé participated in George Clooney and Wyclef Jean's Hope for Haiti Now: A Global Benefit for Earthquake Relief telethon and was named the official face of the limited edition CFDA ""Fashion For Haiti"" T-shirt, made by Theory which raised a total of $1 million. On March 5, 2010, Beyoncé and her mother Tina opened the Beyoncé Cosmetology Center at the Brooklyn Phoenix House, offering a seven-month cosmetology training course for men and women. In April 2011, Beyoncé joined forces with US First Lady Michelle Obama and the National Association of Broadcasters Education Foundation, to help boost the latter's campaign against child obesity by reworking her single ""Get Me Bodied"". Following the death of Osama bin Laden, Beyoncé released her cover of the Lee Greenwood song ""God Bless the USA"", as a charity single to help raise funds for the New York Police and Fire Widows' and Children's Benefit Fund.
Question: After Osama Bin Laden's death, what single did Beyonce cover?
Answer:",247," ""After Osama Bin Laden's death, what single did Beyonce cover?""",15,God Bless the USA,"""After Osama Bin Laden's death, what single did Beyonce cover?""",0,0.0,1.4227483258009626,0.026934985000025335,0.06787030199999815,1.0449895149999975,30.875
16,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Beyoncé participated in George Clooney and Wyclef Jean's Hope for Haiti Now: A Global Benefit for Earthquake Relief telethon and was named the official face of the limited edition CFDA ""Fashion For Haiti"" T-shirt, made by Theory which raised a total of $1 million. On March 5, 2010, Beyoncé and her mother Tina opened the Beyoncé Cosmetology Center at the Brooklyn Phoenix House, offering a seven-month cosmetology training course for men and women. In April 2011, Beyoncé joined forces with US First Lady Michelle Obama and the National Association of Broadcasters Education Foundation, to help boost the latter's campaign against child obesity by reworking her single ""Get Me Bodied"". Following the death of Osama bin Laden, Beyoncé released her cover of the Lee Greenwood song ""God Bless the USA"", as a charity single to help raise funds for the New York Police and Fire Widows' and Children's Benefit Fund.
Question: What did Beyoncé open at the Brooklyn Phoenix House in 2010?
Answer:",248, the B,2,Beyoncé Cosmetology Center,the B,0,0.0,3.5037932541350347,0.026691413999742508,0.06827282050016947,0.16323705500008145,31.0
17,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In December, Beyoncé along with a variety of other celebrities teamed up and produced a video campaign for ""Demand A Plan"", a bipartisan effort by a group of 950 US mayors and others designed to influence the federal government into rethinking its gun control laws, following the Sandy Hook Elementary School shooting. Beyoncé became an ambassador for the 2012 World Humanitarian Day campaign donating her song ""I Was Here"" and its music video, shot in the UN, to the campaign. In 2013, it was announced that Beyoncé would work with Salma Hayek and Frida Giannini on a Gucci ""Chime for Change"" campaign that aims to spread female empowerment. The campaign, which aired on February 28, was set to her new music. A concert for the cause took place on June 1, 2013 in London and included other acts like Ellie Goulding, Florence and the Machine, and Rita Ora. In advance of the concert, she appeared in a campaign video released on 15 May 2013, where she, along with Cameron Diaz, John Legend and Kylie Minogue, described inspiration from their mothers, while a number of other artists celebrated personal inspiration from other women, leading to a call for submission of photos of women of viewers' inspiration from which a selection was shown at the concert. Beyoncé said about her mother Tina Knowles that her gift was ""finding the best qualities in every human being."" With help of the crowdfunding platform Catapult, visitors of the concert could choose between several projects promoting education of women and girls. Beyoncé is also taking part in ""Miss a Meal"", a food-donation campaign, and supporting Goodwill charity through online charity auctions at Charitybuzz that support job creation throughout Europe and the U.S.
Question: What song did Beyoncé donate to the 2012 World Humanitarian Day campaign?
Answer:",414," I copied the following from the passage: ""Passage: Passage: Respond with a short phrase copied directly from the passage that answers the question, and nothing else.""",33,I Was Here,"I copied the following from the passage: ""Passage: Passage: Respond with a short phrase copied directly from the passage that answers the question, and nothing else.""",0,0.08333333333333333,1.461914288310985,0.043117945000176405,0.0678583641212175,2.2824439610003537,51.75
18,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: However, at the state level, the pattern of split ticket voting and divided government holds. Democrats currently hold one of the state's U.S. Senate seats, as well as four of the five statewide offices (Governor, Superintendent of Public Instruction, Secretary of State and State Auditor). The lone congressional district has been Republican since 1996 and in 2014 Steve Daines won one of the state's Senate seats for the GOP. The Legislative branch had split party control between the house and senate most years between 2004 and 2010, when the mid-term elections returned both branches to Republican control. The state Senate is, as of 2015, controlled by the Republicans 29 to 21, and the State House of Representatives at 59 to 41.
Question: What is the split in the State House of Representatives?
Answer:",204, 59 to 41,5,59 to 41.,59 to 41,1,1.0,1.4857546965339128,0.026241026000207057,0.06774204959992858,0.36495127399984995,25.5
19,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Genocide has become an official term used in international relations. The word genocide was not in use before 1944. Before this, in 1941, Winston Churchill described the mass killing of Russian prisoners of war and civilians as ""a crime without a name"". In that year, a Polish-Jewish lawyer named Raphael Lemkin, described the policies of systematic murder founded by the Nazis as genocide. The word genocide is the combination of the Greek prefix geno- (meaning tribe or race) and caedere (the Latin word for to kill). The word is defined as a specific set of violent crimes that are committed against a certain group with the attempt to remove the entire group from existence or to destroy them.
Question: Who coined the term ""genocide""?
Answer:",188, Raphael Lemkin,3,Raphael Lemkin,Raphael Lemkin,1,1.0,1.2027224473699432,0.025778076000278816,0.06740515366664113,0.2279935370002022,23.5
20,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In paragraph 13 the judges raise the issue of the perpetrators' access to the victims: ""The historical examples of genocide also suggest that the area of the perpetrators’ activity and control, as well as the possible extent of their reach, should be considered. ... The intent to destroy formed by a perpetrator of genocide will always be limited by the opportunity presented to him. While this factor alone will not indicate whether the targeted group is substantial, it can—in combination with other factors—inform the analysis.""
Question: The issue of what is raised by judges in Paragraph 13?
Answer:",148, The,1,perpetrators' access to the victims,The,0,0.0,2.520567649060629,0.024382406999848172,0.06735658400020839,0.09173899100005656,18.5
21,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Highlighting the potential for state and non-state actors to commit genocide in the 21st century, for example, in failed states or as non-state actors acquire weapons of mass destruction, Adrian Gallagher defined genocide as 'When a source of collective power (usually a state) intentionally uses its power base to implement a process of destruction in order to destroy a group (as defined by the perpetrator), in whole or in substantial part, dependent upon relative group size'. The definition upholds the centrality of intent, the multidimensional understanding of destroy, broadens the definition of group identity beyond that of the 1948 definition yet argues that a substantial part of a group has to be destroyed before it can be classified as genocide (dependent on relative group size).
Question: Gallagher's definition upholds the centrality of what?
Answer:",197, intent,1,intent,intent,1,1.0,4.6046474632481225,0.026204675999906613,0.06753342399997564,0.09373809999988225,24.625
22,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Antibacterial antibiotics are commonly classified based on their mechanism of action, chemical structure, or spectrum of activity. Most target bacterial functions or growth processes. Those that target the bacterial cell wall (penicillins and cephalosporins) or the cell membrane (polymyxins), or interfere with essential bacterial enzymes (rifamycins, lipiarmycins, quinolones, and sulfonamides) have bactericidal activities. Those that target protein synthesis (macrolides, lincosamides and tetracyclines) are usually bacteriostatic (with the exception of bactericidal aminoglycosides). Further categorization is based on their target specificity. ""Narrow-spectrum"" antibacterial antibiotics target specific types of bacteria, such as Gram-negative or Gram-positive bacteria, whereas broad-spectrum antibiotics affect a wide range of bacteria. Following a 40-year hiatus in discovering new classes of antibacterial compounds, four new classes of antibacterial antibiotics have been brought into clinical use in the late 2000s and early 2010s: cyclic lipopeptides (such as daptomycin), glycylcyclines (such as tigecycline), oxazolidinones (such as linezolid), and lipiarmycins (such as fidaxomicin).
Question: Which two types of antibiotics target the cell wall?
Answer:",321, penicillins and cephalosporins,10,penicillins and cephalosporins,penicillins and cephalosporins,1,1.0,1.5226382161760275,0.035945319999882486,0.0674460118999832,0.7104054389997145,40.125
23,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: At the age of 21 he settled in Paris. Thereafter, during the last 18 years of his life, he gave only some 30 public performances, preferring the more intimate atmosphere of the salon. He supported himself by selling his compositions and teaching piano, for which he was in high demand. Chopin formed a friendship with Franz Liszt and was admired by many of his musical contemporaries, including Robert Schumann. In 1835 he obtained French citizenship. After a failed engagement to Maria Wodzińska, from 1837 to 1847 he maintained an often troubled relationship with the French writer George Sand. A brief and unhappy visit to Majorca with Sand in 1838–39 was one of his most productive periods of composition. In his last years, he was financially supported by his admirer Jane Stirling, who also arranged for him to visit Scotland in 1848. Through most of his life, Chopin suffered from poor health. He died in Paris in 1849, probably of tuberculosis.
Question: In what year did Frédéric obtain citizenship in France?
Answer:",257, 1849,3,1835,1849,0,0.0,1.5386432486884334,0.03421040200009884,0.06765380700001818,0.23717182300015338,32.125
24,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In 1817 the Saxon Palace was requisitioned by Warsaw's Russian governor for military use, and the Warsaw Lyceum was reestablished in the Kazimierz Palace (today the rectorate of Warsaw University). Fryderyk and his family moved to a building, which still survives, adjacent to the Kazimierz Palace. During this period, Fryderyk was sometimes invited to the Belweder Palace as playmate to the son of the ruler of Russian Poland, Grand Duke Constantine; he played the piano for the Duke and composed a march for him. Julian Ursyn Niemcewicz, in his dramatic eclogue, ""Nasze Przebiegi"" (""Our Discourses"", 1818), attested to ""little Chopin's"" popularity.
Question: The Saxon Palace was taken over for military use in what year?
Answer:",214, 1818,3,1817,1818,0,0.0,1.3499287768807846,0.02608111600011398,0.0674000439998963,0.22828124799980287,26.75
25,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Four boarders at his parents' apartments became Chopin's intimates: Tytus Woyciechowski, Jan Nepomucen Białobłocki, Jan Matuszyński and Julian Fontana; the latter two would become part of his Paris milieu. He was friendly with members of Warsaw's young artistic and intellectual world, including Fontana, Józef Bohdan Zaleski and Stefan Witwicki. He was also attracted to the singing student Konstancja Gładkowska. In letters to Woyciechowski, he indicated which of his works, and even which of their passages, were influenced by his fascination with her; his letter of 15 May 1830 revealed that the slow movement (Larghetto) of his Piano Concerto No. 1 (in E minor) was secretly dedicated to her – ""It should be like dreaming in beautiful springtime – by moonlight."" His final Conservatory report (July 1829) read: ""Chopin F., third-year student, exceptional talent, musical genius.""
Question: Which of Chopin's works was unknowingly dedicated to Gladkowska?
Answer:",274, Chopin's works was unknowingly dedicated to Gladkowska.,14,Piano Concerto No. 1 (in E minor),Chopin's works was unknowingly dedicated to Gladkowska.,0,0.0,1.769253166869736,0.034369171999969694,0.06767067442858986,0.9817586140002277,34.25
26,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Although the two displayed great respect and admiration for each other, their friendship was uneasy and had some qualities of a love-hate relationship. Harold C. Schonberg believes that Chopin displayed a ""tinge of jealousy and spite"" towards Liszt's virtuosity on the piano, and others have also argued that he had become enchanted with Liszt's theatricality, showmanship and success. Liszt was the dedicatee of Chopin's Op. 10 Études, and his performance of them prompted the composer to write to Hiller, ""I should like to rob him of the way he plays my studies."" However, Chopin expressed annoyance in 1843 when Liszt performed one of his nocturnes with the addition of numerous intricate embellishments, at which Chopin remarked that he should play the music as written or not play it at all, forcing an apology. Most biographers of Chopin state that after this the two had little to do with each other, although in his letters dated as late as 1848 he still referred to him as ""my friend Liszt"". Some commentators point to events in the two men's romantic lives which led to a rift between them; there are claims that Liszt had displayed jealousy of his mistress Marie d'Agoult's obsession with Chopin, while others believe that Chopin had become concerned about Liszt's growing relationship with George Sand.
Question: Who did Chopin dedicate the Op. 10 Études to?
Answer:",337, Liszt,2,Liszt,Liszt,1,1.0,1.8003805305179694,0.035947159999977885,0.06721923899999638,0.17038563799997064,42.125
